ProductionID,ProductID,MachineID,MachineType,ProductionShift,ProductionSpeed_UPH,ProductionTime
5328,1,M03497,Type_01,Morning,83.8,2024-07-14 16:28:56
5329,14,M01814,Type_24,Afternoon,98.3,2024-07-14 16:30:21
5330,13,M06257,Type_07,Afternoon,122.5,2024-07-14 17:05:25
5331,25,M09644,Type_23,Morning,80.0,2024-07-14 17:17:21
5332,5,M02314,Type_18,Morning,113.4,2024-07-14 17:49:04
5333,7,M09707,Type_06,Morning,117.6,2024-07-14 17:49:37
5334,14,M01232,Type_04,Morning,140.7,2024-07-14 19:38:09
5335,16,M09838,Type_03,Night,136.2,2024-07-14 20:18:41
5336,18,M05832,Type_07,Night,127.3,2024-07-14 22:32:53
5337,14,M03000,Type_25,Morning,80.0,2024-07-14 22:54:09
5338,1,M03441,Type_16,Afternoon,128.4,2024-07-14 23:15:40
5339,6,M04057,Type_23,Night,124.1,2024-07-15 00:20:09
5340,21,M00306,Type_16,Morning,115.1,2024-07-15 00:38:44
5341,10,M09916,Type_10,Night,80.0,2024-07-15 00:44:25
5342,6,M01690,Type_11,Night,94.5,2024-07-15 01:54:09
5343,2,M09710,Type_05,Morning,86.7,2024-07-15 03:10:18
5344,7,M03918,Type_18,Morning,80.0,2024-07-15 03:33:56
5345,17,M07081,Type_05,Night,109.9,2024-07-15 06:28:18
5346,24,M08612,Type_01,Afternoon,94.0,2024-07-15 06:58:35
5347,14,M02937,Type_19,Morning,160.0,2024-07-15 09:06:56
5348,23,M03863,Type_01,Morning,106.6,2024-07-15 10:37:19
5349,7,M09643,Type_25,Afternoon,135.9,2024-07-15 10:47:15
5350,22,M05650,Type_03,Afternoon,80.0,2024-07-15 12:11:03
5351,21,M03262,Type_09,Afternoon,99.4,2024-07-15 12:21:07
5352,9,M09357,Type_21,Night,111.9,2024-07-15 13:32:04
5353,19,M01820,Type_14,Morning,91.8,2024-07-15 14:47:05
5354,25,M01343,Type_17,Afternoon,101.6,2024-07-15 15:53:03
5355,21,M05561,Type_16,Afternoon,105.6,2024-07-15 16:06:45
5356,24,M02227,Type_20,Afternoon,105.3,2024-07-15 16:09:26
5357,11,M01080,Type_25,Morning,147.1,2024-07-15 18:35:10
5358,3,M04207,Type_06,Night,117.6,2024-07-15 18:38:05
5359,23,M06281,Type_17,Night,119.6,2024-07-15 18:50:27
5360,4,M07236,Type_25,Afternoon,120.8,2024-07-15 20:02:51
5361,5,M00814,Type_06,Afternoon,122.3,2024-07-15 22:31:30
5362,4,M05090,Type_22,Morning,108.3,2024-07-15 23:25:11
5363,13,M02032,Type_23,Afternoon,103.6,2024-07-15 23:29:07
5364,9,M08515,Type_11,Afternoon,113.3,2024-07-16 00:29:47
5365,23,M09096,Type_14,Afternoon,133.1,2024-07-16 00:39:30
5366,14,M09734,Type_04,Night,132.5,2024-07-16 00:53:54
5367,16,M05912,Type_12,Afternoon,105.2,2024-07-16 01:34:22
5368,22,M02654,Type_05,Morning,125.4,2024-07-16 02:01:54
5369,6,M03341,Type_21,Night,106.1,2024-07-16 02:33:23
5370,10,M07877,Type_20,Morning,110.7,2024-07-16 02:54:38
5371,23,M01142,Type_03,Morning,100.5,2024-07-16 03:15:45
5372,21,M09042,Type_17,Morning,106.4,2024-07-16 04:37:32
5373,13,M08559,Type_03,Afternoon,136.8,2024-07-16 09:23:18
5374,3,M02898,Type_20,Night,111.8,2024-07-16 09:31:39
5375,11,M09282,Type_22,Afternoon,112.7,2024-07-16 11:31:39
5376,3,M04042,Type_05,Night,81.1,2024-07-16 11:43:36
5377,7,M02039,Type_16,Afternoon,103.8,2024-07-16 13:16:05
5378,10,M04271,Type_11,Morning,105.2,2024-07-16 13:34:08
5379,1,M04684,Type_09,Night,93.4,2024-07-16 13:47:41
5380,4,M00495,Type_18,Morning,110.4,2024-07-16 14:21:26
5381,8,M07117,Type_05,Morning,101.4,2024-07-16 14:44:20
5382,20,M01785,Type_15,Afternoon,111.6,2024-07-16 15:53:57
5383,17,M03511,Type_04,Morning,112.4,2024-07-16 16:52:43
5384,5,M03787,Type_03,Morning,90.9,2024-07-16 17:11:46
5385,17,M05267,Type_06,Afternoon,102.0,2024-07-16 18:07:16
5386,9,M09191,Type_20,Afternoon,111.5,2024-07-16 18:12:24
5387,8,M05429,Type_13,Afternoon,133.7,2024-07-16 18:20:05
5388,7,M06682,Type_12,Night,115.1,2024-07-16 18:37:01
5389,5,M06894,Type_21,Afternoon,96.8,2024-07-16 19:01:14
5390,4,M09644,Type_23,Night,118.0,2024-07-16 20:00:53
5391,23,M09944,Type_12,Morning,144.2,2024-07-16 21:40:47
5392,3,M04659,Type_02,Afternoon,128.3,2024-07-16 22:05:27
5393,8,M07083,Type_02,Night,121.0,2024-07-16 22:37:47
5394,5,M06870,Type_24,Afternoon,124.5,2024-07-16 22:49:08
5395,5,M07608,Type_24,Afternoon,138.8,2024-07-16 23:31:34
5396,17,M07670,Type_15,Morning,131.5,2024-07-17 01:38:08
5397,15,M06220,Type_05,Morning,121.3,2024-07-17 02:54:29
5398,8,M04535,Type_07,Afternoon,131.4,2024-07-17 03:02:16
5399,7,M05980,Type_19,Morning,88.4,2024-07-17 05:12:56
5400,17,M08891,Type_08,Night,80.0,2024-07-17 05:51:35
5401,12,M01313,Type_11,Morning,113.1,2024-07-17 07:11:22
5402,4,M02963,Type_24,Night,111.4,2024-07-17 09:46:27
5403,20,M02939,Type_18,Night,99.1,2024-07-17 10:01:55
5404,25,M03198,Type_13,Morning,126.5,2024-07-17 13:31:08
5405,18,M05297,Type_25,Morning,80.0,2024-07-17 13:33:39
5406,4,M07205,Type_24,Night,99.3,2024-07-17 13:36:01
5407,10,M05731,Type_17,Night,100.3,2024-07-17 14:19:53
5408,3,M00127,Type_09,Afternoon,80.0,2024-07-17 14:25:04
5409,5,M05603,Type_06,Morning,139.9,2024-07-17 16:25:46
5410,12,M01192,Type_11,Afternoon,82.8,2024-07-17 16:38:28
5411,23,M02640,Type_04,Afternoon,98.2,2024-07-17 18:04:01
5412,5,M01367,Type_16,Morning,128.2,2024-07-17 19:55:15
5413,5,M09212,Type_24,Afternoon,122.9,2024-07-17 20:08:43
5414,4,M06454,Type_04,Morning,87.8,2024-07-17 20:13:27
5415,25,M06672,Type_19,Morning,123.6,2024-07-18 01:25:15
5416,6,M06684,Type_08,Morning,115.8,2024-07-18 01:45:44
5417,10,M04540,Type_24,Morning,156.7,2024-07-18 01:49:09
5418,6,M08877,Type_17,Morning,118.1,2024-07-18 02:36:26
5419,22,M02888,Type_13,Afternoon,107.2,2024-07-18 03:00:05
5420,22,M09655,Type_03,Morning,92.9,2024-07-18 03:26:09
5421,1,M04087,Type_20,Morning,95.1,2024-07-18 03:55:58
5422,16,M02262,Type_03,Morning,93.5,2024-07-18 04:11:30
5423,11,M04181,Type_20,Night,137.4,2024-07-18 06:11:58
5424,6,M02842,Type_08,Afternoon,110.4,2024-07-18 06:16:51
5425,20,M09960,Type_11,Afternoon,121.3,2024-07-18 06:51:05
5426,18,M06041,Type_04,Afternoon,140.3,2024-07-18 06:59:51
5427,6,M03561,Type_25,Night,80.0,2024-07-18 07:01:46
5428,17,M04759,Type_18,Morning,135.6,2024-07-18 07:28:54
5429,12,M00627,Type_04,Afternoon,111.1,2024-07-18 08:46:11
5430,17,M05015,Type_09,Afternoon,118.7,2024-07-18 08:54:43
5431,21,M01376,Type_21,Afternoon,93.4,2024-07-18 08:56:23
5432,22,M01182,Type_09,Morning,94.9,2024-07-18 09:45:53
5433,18,M05709,Type_17,Afternoon,119.8,2024-07-18 09:59:18
5434,10,M00491,Type_08,Morning,157.7,2024-07-18 10:27:35
5435,24,M03730,Type_21,Afternoon,130.1,2024-07-18 11:40:23
5436,20,M05975,Type_16,Afternoon,135.3,2024-07-18 11:56:04
5437,12,M03535,Type_05,Morning,106.2,2024-07-18 13:03:36
5438,4,M03297,Type_03,Night,98.0,2024-07-18 14:01:19
5439,10,M01941,Type_22,Morning,94.4,2024-07-18 14:44:32
5440,5,M05015,Type_09,Night,100.2,2024-07-18 15:07:28
5441,4,M01883,Type_07,Afternoon,80.0,2024-07-18 15:39:36
5442,16,M04909,Type_10,Morning,95.5,2024-07-18 15:42:19
5443,5,M02988,Type_07,Morning,98.8,2024-07-18 17:05:16
5444,19,M05586,Type_17,Night,106.5,2024-07-18 18:06:44
5445,24,M03160,Type_03,Morning,112.6,2024-07-18 18:08:10
5446,6,M04531,Type_14,Morning,117.2,2024-07-18 19:26:26
5447,24,M00682,Type_12,Morning,109.7,2024-07-18 19:41:24
5448,21,M05255,Type_11,Afternoon,98.4,2024-07-18 19:59:47
5449,7,M01074,Type_12,Afternoon,80.0,2024-07-18 20:07:39
5450,10,M02388,Type_13,Morning,98.5,2024-07-18 21:54:12
5451,7,M02694,Type_08,Morning,90.6,2024-07-18 22:21:41
5452,22,M09563,Type_12,Morning,119.3,2024-07-18 23:22:14
5453,14,M04341,Type_10,Morning,128.2,2024-07-19 02:33:07
5454,10,M02157,Type_13,Afternoon,128.8,2024-07-19 02:38:54
5455,20,M07967,Type_25,Afternoon,125.1,2024-07-19 02:45:35
5456,22,M02581,Type_11,Morning,107.3,2024-07-19 06:39:41
5457,25,M07258,Type_01,Morning,99.6,2024-07-19 07:37:03
5458,11,M02160,Type_21,Morning,95.1,2024-07-19 07:43:07
5459,14,M06773,Type_06,Night,80.0,2024-07-19 07:49:35
5460,12,M01628,Type_02,Night,129.8,2024-07-19 07:52:48
5461,4,M08220,Type_04,Night,106.5,2024-07-19 08:40:44
5462,13,M07081,Type_05,Morning,85.1,2024-07-19 09:12:25
5463,22,M01986,Type_14,Morning,93.5,2024-07-19 10:30:51
5464,22,M09714,Type_05,Morning,92.7,2024-07-19 10:42:41
5465,3,M08489,Type_21,Morning,110.9,2024-07-19 11:07:48
5466,13,M02182,Type_03,Afternoon,131.3,2024-07-19 11:40:24
5467,20,M02297,Type_03,Night,103.0,2024-07-19 11:47:15
5468,19,M07165,Type_09,Night,80.0,2024-07-19 13:30:58
5469,15,M02598,Type_17,Night,106.2,2024-07-19 14:46:53
5470,19,M00902,Type_16,Morning,106.9,2024-07-19 14:47:06
5471,20,M06061,Type_06,Afternoon,105.5,2024-07-19 16:37:27
5472,4,M09291,Type_02,Morning,97.5,2024-07-19 17:02:12
5473,6,M01678,Type_20,Morning,114.3,2024-07-19 17:42:16
5474,15,M02882,Type_17,Afternoon,111.3,2024-07-19 18:05:46
5475,4,M05623,Type_17,Morning,109.5,2024-07-19 19:17:38
5476,6,M08053,Type_17,Afternoon,118.3,2024-07-19 19:38:03
5477,2,M01379,Type_09,Morning,101.4,2024-07-19 20:30:18
5478,4,M01249,Type_15,Afternoon,100.3,2024-07-19 20:33:08
5479,18,M05651,Type_08,Night,137.6,2024-07-19 20:45:59
5480,15,M06080,Type_23,Morning,121.2,2024-07-19 22:02:45
5481,12,M09457,Type_11,Night,126.5,2024-07-19 22:12:17
5482,8,M07037,Type_25,Morning,134.5,2024-07-19 22:58:20
5483,12,M06488,Type_08,Afternoon,120.5,2024-07-19 23:15:48
5484,9,M01059,Type_10,Afternoon,128.6,2024-07-20 00:56:36
5485,7,M02049,Type_11,Afternoon,80.0,2024-07-20 02:05:37
5486,22,M06116,Type_13,Night,114.1,2024-07-20 02:30:09
5487,8,M04249,Type_17,Morning,106.3,2024-07-20 04:15:18
5488,20,M02477,Type_11,Afternoon,143.6,2024-07-20 05:47:17
5489,10,M04604,Type_01,Afternoon,128.6,2024-07-20 06:06:03
5490,11,M03554,Type_13,Night,97.4,2024-07-20 06:29:59
5491,2,M09954,Type_21,Morning,117.5,2024-07-20 08:46:11
5492,4,M00221,Type_06,Night,113.4,2024-07-20 09:29:30
5493,21,M04819,Type_07,Afternoon,119.1,2024-07-20 10:24:41
5494,25,M07193,Type_23,Morning,89.6,2024-07-20 10:30:03
5495,21,M04624,Type_14,Afternoon,117.2,2024-07-20 10:41:24
5496,25,M07350,Type_17,Morning,105.4,2024-07-20 11:53:03
5497,9,M05619,Type_19,Afternoon,115.6,2024-07-20 12:14:49
5498,8,M09857,Type_17,Night,95.5,2024-07-20 12:59:56
5499,5,M07210,Type_13,Afternoon,98.3,2024-07-20 14:26:00
5500,14,M04577,Type_22,Afternoon,133.5,2024-07-20 14:47:42
5501,2,M01872,Type_10,Afternoon,89.0,2024-07-20 16:30:26
5502,21,M07916,Type_20,Morning,90.4,2024-07-20 16:38:29
5503,17,M01463,Type_18,Morning,109.0,2024-07-20 17:08:04
5504,8,M05522,Type_13,Afternoon,94.6,2024-07-20 18:04:23
5505,2,M08537,Type_21,Morning,92.3,2024-07-20 18:43:04
5506,23,M08237,Type_10,Morning,112.1,2024-07-20 19:20:32
5507,15,M07814,Type_15,Afternoon,80.0,2024-07-20 19:57:47
5508,2,M02069,Type_15,Morning,89.8,2024-07-20 20:28:32
5509,11,M05754,Type_01,Morning,151.1,2024-07-20 21:57:31
5510,14,M07238,Type_05,Afternoon,119.2,2024-07-20 22:03:23
5511,21,M07017,Type_16,Morning,95.1,2024-07-20 22:59:45
5512,10,M06192,Type_20,Night,118.4,2024-07-20 23:38:12
5513,7,M01515,Type_20,Night,121.3,2024-07-20 23:54:11
5514,22,M02599,Type_16,Afternoon,129.9,2024-07-21 01:59:18
5515,14,M01002,Type_09,Morning,107.5,2024-07-21 02:19:09
5516,13,M01034,Type_19,Night,129.5,2024-07-21 02:21:40
5517,21,M06900,Type_09,Night,80.0,2024-07-21 02:23:49
5518,22,M08466,Type_12,Night,88.9,2024-07-21 04:15:59
5519,2,M05052,Type_07,Morning,113.3,2024-07-21 04:49:18
5520,10,M09972,Type_02,Afternoon,116.6,2024-07-21 05:03:15
5521,1,M04477,Type_10,Night,91.8,2024-07-21 06:11:18
5522,1,M00479,Type_23,Afternoon,115.2,2024-07-21 06:39:59
5523,24,M00516,Type_11,Afternoon,97.5,2024-07-21 06:56:22
5524,3,M01192,Type_11,Afternoon,104.5,2024-07-21 09:06:15
5525,11,M06298,Type_11,Afternoon,130.5,2024-07-21 09:21:00
5526,19,M09604,Type_09,Morning,128.2,2024-07-21 09:48:45
5527,9,M00272,Type_25,Afternoon,90.1,2024-07-21 10:24:43
5528,13,M08335,Type_16,Morning,88.9,2024-07-21 12:21:21
5529,22,M07779,Type_16,Afternoon,101.8,2024-07-21 13:56:56
5530,4,M06009,Type_17,Morning,109.5,2024-07-21 14:42:39
5531,20,M07988,Type_25,Afternoon,96.8,2024-07-21 15:49:07
5532,23,M03333,Type_19,Morning,130.8,2024-07-21 15:56:14
5533,6,M00788,Type_14,Afternoon,116.9,2024-07-21 18:04:13
5534,2,M06223,Type_08,Night,118.1,2024-07-21 18:41:35
5535,9,M09874,Type_09,Morning,84.7,2024-07-21 20:20:01
5536,18,M00623,Type_10,Morning,133.3,2024-07-21 20:59:25
5537,24,M03842,Type_16,Morning,80.0,2024-07-21 20:59:50
5538,4,M03677,Type_14,Night,126.7,2024-07-21 21:19:52
5539,1,M02573,Type_21,Afternoon,128.7,2024-07-21 22:23:04
5540,1,M06916,Type_01,Afternoon,101.4,2024-07-21 23:35:06
5541,25,M05034,Type_24,Morning,135.5,2024-07-22 02:22:28
5542,20,M07789,Type_04,Afternoon,108.7,2024-07-22 02:40:19
5543,17,M05215,Type_24,Night,111.2,2024-07-22 02:51:52
5544,19,M04713,Type_01,Night,116.8,2024-07-22 04:15:47
5545,3,M00067,Type_06,Afternoon,160.0,2024-07-22 05:26:06
5546,23,M07534,Type_23,Morning,136.9,2024-07-22 05:45:38
5547,22,M04617,Type_10,Morning,124.0,2024-07-22 06:10:45
5548,24,M01141,Type_13,Morning,91.7,2024-07-22 06:40:28
5549,23,M05731,Type_17,Morning,112.9,2024-07-22 07:16:17
5550,17,M07466,Type_18,Morning,93.7,2024-07-22 07:44:46
5551,3,M09380,Type_14,Morning,126.4,2024-07-22 08:48:03
5552,25,M04472,Type_21,Morning,112.8,2024-07-22 09:49:45
5553,4,M03340,Type_03,Night,87.5,2024-07-22 13:30:00
5554,13,M00549,Type_03,Afternoon,111.6,2024-07-22 14:45:43
5555,15,M07676,Type_23,Night,93.0,2024-07-22 15:20:36
5556,12,M08265,Type_15,Afternoon,113.0,2024-07-22 16:25:30
5557,3,M00199,Type_11,Morning,92.8,2024-07-22 19:48:25
5558,21,M09974,Type_08,Afternoon,110.5,2024-07-22 20:11:13
5559,8,M00572,Type_23,Morning,125.0,2024-07-22 20:28:13
5560,1,M00791,Type_04,Afternoon,108.9,2024-07-22 21:00:40
5561,18,M09831,Type_12,Morning,102.2,2024-07-22 21:09:28
5562,13,M01175,Type_17,Night,114.1,2024-07-22 21:35:53
5563,7,M00179,Type_09,Morning,123.9,2024-07-22 22:55:43
5564,13,M02245,Type_11,Morning,87.9,2024-07-23 00:39:32
5565,17,M04087,Type_20,Night,115.2,2024-07-23 01:46:56
5566,13,M00735,Type_11,Morning,136.4,2024-07-23 01:51:12
5567,13,M06233,Type_05,Afternoon,121.5,2024-07-23 01:56:33
5568,11,M00799,Type_07,Afternoon,111.2,2024-07-23 03:25:33
5569,14,M07602,Type_22,Night,122.8,2024-07-23 03:31:18
5570,21,M08980,Type_14,Night,119.0,2024-07-23 04:13:20
5571,10,M02796,Type_24,Night,125.1,2024-07-23 05:24:10
5572,8,M04589,Type_15,Morning,80.0,2024-07-23 05:27:25
5573,6,M07298,Type_02,Night,80.0,2024-07-23 06:28:33
5574,19,M03085,Type_16,Afternoon,130.1,2024-07-23 06:52:07
5575,23,M00732,Type_12,Afternoon,80.0,2024-07-23 07:25:38
5576,19,M01130,Type_16,Morning,118.0,2024-07-23 08:28:32
5577,12,M01606,Type_14,Afternoon,103.0,2024-07-23 09:19:12
5578,21,M02934,Type_05,Night,90.1,2024-07-23 09:58:51
5579,7,M09408,Type_03,Night,117.0,2024-07-23 10:39:21
5580,18,M08517,Type_03,Afternoon,114.0,2024-07-23 11:23:47
5581,20,M05075,Type_02,Morning,152.2,2024-07-23 11:42:56
5582,18,M07100,Type_19,Morning,97.5,2024-07-23 12:01:59
5583,23,M01491,Type_18,Night,138.8,2024-07-23 13:20:24
5584,3,M00894,Type_21,Afternoon,117.0,2024-07-23 13:50:18
5585,9,M01391,Type_19,Afternoon,96.8,2024-07-23 15:33:05
5586,6,M03390,Type_04,Morning,126.0,2024-07-23 21:12:40
5587,1,M04240,Type_11,Afternoon,121.3,2024-07-23 21:36:29
5588,10,M04480,Type_18,Afternoon,110.7,2024-07-23 21:47:04
5589,8,M02264,Type_09,Night,115.3,2024-07-24 00:19:10
5590,23,M03433,Type_02,Afternoon,98.1,2024-07-24 01:09:50
5591,17,M02372,Type_18,Morning,93.5,2024-07-24 01:53:44
5592,3,M04313,Type_23,Afternoon,125.2,2024-07-24 02:30:34
5593,3,M01516,Type_14,Morning,105.5,2024-07-24 03:10:35
5594,3,M06327,Type_20,Night,108.4,2024-07-24 03:39:31
5595,7,M07089,Type_07,Morning,115.6,2024-07-24 04:46:54
5596,22,M05587,Type_09,Afternoon,115.3,2024-07-24 05:30:53
5597,11,M02918,Type_10,Morning,81.4,2024-07-24 06:27:08
5598,18,M05732,Type_16,Afternoon,135.7,2024-07-24 07:22:25
5599,5,M07687,Type_23,Afternoon,112.4,2024-07-24 08:22:43
5600,22,M01168,Type_24,Afternoon,105.9,2024-07-24 08:37:47
5601,2,M08303,Type_03,Morning,118.6,2024-07-24 08:57:47
5602,14,M05110,Type_21,Morning,114.7,2024-07-24 09:01:17
5603,1,M04328,Type_17,Morning,125.3,2024-07-24 09:37:02
5604,4,M05811,Type_16,Afternoon,120.8,2024-07-24 11:36:02
5605,14,M03656,Type_17,Morning,124.4,2024-07-24 12:24:31
5606,15,M03794,Type_15,Afternoon,137.0,2024-07-24 12:33:29
5607,20,M09948,Type_25,Night,127.7,2024-07-24 12:42:45
5608,20,M06739,Type_10,Night,106.8,2024-07-24 14:06:01
5609,17,M01578,Type_17,Afternoon,87.5,2024-07-24 14:25:25
5610,3,M09489,Type_19,Afternoon,143.4,2024-07-24 16:54:30
5611,23,M02221,Type_13,Morning,105.2,2024-07-24 17:00:39
5612,4,M09165,Type_01,Afternoon,100.5,2024-07-24 17:11:54
5613,18,M01031,Type_07,Night,80.0,2024-07-24 18:00:05
5614,24,M06692,Type_11,Morning,116.8,2024-07-24 19:32:59
5615,1,M03993,Type_05,Afternoon,113.0,2024-07-24 19:38:47
5616,25,M00914,Type_08,Night,80.0,2024-07-24 20:58:56
5617,5,M06359,Type_15,Night,119.1,2024-07-24 21:45:36
5618,18,M02182,Type_03,Morning,100.0,2024-07-24 22:28:43
5619,13,M03198,Type_13,Afternoon,160.0,2024-07-24 23:34:25
5620,14,M06041,Type_04,Morning,98.6,2024-07-24 23:54:40
5621,20,M01463,Type_18,Morning,101.3,2024-07-25 01:58:14
5622,3,M07038,Type_12,Night,92.5,2024-07-25 02:12:12
5623,23,M09500,Type_07,Night,135.6,2024-07-25 02:29:31
5624,6,M04995,Type_18,Night,102.5,2024-07-25 02:48:09
5625,11,M09382,Type_08,Morning,95.5,2024-07-25 03:13:55
5626,9,M05309,Type_03,Night,124.1,2024-07-25 04:17:50
5627,20,M06222,Type_08,Afternoon,82.4,2024-07-25 05:03:11
5628,19,M07091,Type_17,Morning,122.5,2024-07-25 05:05:08
5629,7,M07770,Type_16,Afternoon,145.6,2024-07-25 05:58:50
5630,22,M00688,Type_23,Morning,121.3,2024-07-25 06:13:11
5631,21,M04662,Type_18,Night,122.8,2024-07-25 06:51:42
5632,10,M09400,Type_14,Afternoon,127.4,2024-07-25 07:15:44
5633,7,M01895,Type_24,Morning,144.2,2024-07-25 07:16:02
5634,5,M07390,Type_05,Morning,134.2,2024-07-25 07:25:03
5635,25,M04923,Type_15,Morning,118.8,2024-07-25 08:26:10
5636,4,M06323,Type_20,Morning,128.1,2024-07-25 10:45:59
5637,17,M03184,Type_22,Afternoon,92.3,2024-07-25 10:54:17
5638,5,M03798,Type_13,Night,125.5,2024-07-25 12:14:48
5639,17,M05179,Type_09,Morning,89.9,2024-07-25 12:18:57
5640,17,M09837,Type_25,Morning,102.7,2024-07-25 13:49:17
5641,17,M03969,Type_03,Afternoon,80.0,2024-07-25 15:12:36
5642,1,M02717,Type_24,Night,118.0,2024-07-25 15:42:23
5643,24,M00191,Type_18,Morning,97.1,2024-07-25 15:46:52
5644,2,M01336,Type_02,Morning,132.2,2024-07-25 17:04:16
5645,25,M08182,Type_25,Afternoon,117.8,2024-07-25 19:15:41
5646,23,M00379,Type_09,Morning,132.5,2024-07-25 19:59:24
5647,19,M03830,Type_03,Morning,88.3,2024-07-25 20:06:00
5648,9,M06381,Type_16,Afternoon,130.8,2024-07-25 20:12:01
5649,20,M00616,Type_17,Afternoon,152.1,2024-07-25 20:12:52
5650,23,M02331,Type_09,Afternoon,125.3,2024-07-25 21:43:49
5651,15,M01755,Type_04,Afternoon,125.8,2024-07-25 22:52:19
5652,19,M00464,Type_25,Afternoon,113.4,2024-07-26 00:03:47
5653,5,M09159,Type_03,Morning,99.5,2024-07-26 00:18:20
5654,13,M04268,Type_12,Morning,125.2,2024-07-26 00:18:35
5655,4,M03159,Type_21,Morning,80.0,2024-07-26 00:30:43
5656,13,M03625,Type_07,Morning,101.6,2024-07-26 01:48:21
5657,6,M04939,Type_21,Afternoon,80.0,2024-07-26 01:50:50
5658,12,M05418,Type_10,Night,95.9,2024-07-26 02:20:46
5659,9,M06005,Type_06,Night,122.8,2024-07-26 02:27:26
5660,15,M08882,Type_08,Afternoon,120.1,2024-07-26 03:10:15
5661,21,M05604,Type_02,Morning,111.0,2024-07-26 03:41:36
5662,15,M02213,Type_06,Morning,113.4,2024-07-26 03:48:51
5663,17,M06121,Type_13,Night,80.0,2024-07-26 04:12:30
5664,5,M05819,Type_06,Afternoon,102.5,2024-07-26 05:06:57
5665,5,M00383,Type_10,Afternoon,96.4,2024-07-26 05:34:38
5666,25,M02257,Type_24,Night,96.8,2024-07-26 05:56:11
5667,24,M01413,Type_20,Afternoon,122.0,2024-07-26 07:08:39
5668,5,M09776,Type_11,Night,92.8,2024-07-26 08:07:03
5669,21,M06147,Type_01,Morning,97.9,2024-07-26 08:10:29
5670,14,M00372,Type_13,Afternoon,80.0,2024-07-26 08:15:52
5671,2,M05807,Type_17,Night,104.1,2024-07-26 08:47:57
5672,9,M05566,Type_06,Morning,88.2,2024-07-26 09:44:10
5673,14,M08803,Type_10,Afternoon,111.6,2024-07-26 12:12:59
5674,15,M08308,Type_04,Morning,91.0,2024-07-26 12:46:00
5675,4,M07438,Type_25,Night,112.1,2024-07-26 13:29:01
5676,23,M00447,Type_15,Morning,107.1,2024-07-26 13:30:36
5677,6,M01392,Type_19,Afternoon,143.4,2024-07-26 13:44:25
5678,14,M01341,Type_09,Morning,119.9,2024-07-26 13:46:06
5679,5,M02940,Type_22,Afternoon,80.0,2024-07-26 15:41:35
5680,11,M05970,Type_03,Morning,84.7,2024-07-26 16:10:13
5681,21,M09266,Type_22,Morning,111.1,2024-07-26 16:26:21
5682,14,M04814,Type_10,Afternoon,91.4,2024-07-26 16:36:10
5683,7,M03570,Type_05,Night,80.0,2024-07-26 16:47:21
5684,14,M05455,Type_25,Morning,137.0,2024-07-26 17:26:06
5685,13,M03151,Type_17,Morning,124.4,2024-07-26 19:13:49
5686,18,M09798,Type_21,Night,120.4,2024-07-26 20:43:29
5687,25,M06415,Type_07,Afternoon,97.9,2024-07-26 21:28:01
5688,2,M04658,Type_10,Night,118.6,2024-07-26 23:22:05
5689,9,M06948,Type_01,Morning,95.9,2024-07-27 00:11:44
5690,11,M07944,Type_01,Afternoon,114.1,2024-07-27 00:11:57
5691,20,M03663,Type_18,Morning,91.6,2024-07-27 00:30:37
5692,11,M04483,Type_25,Morning,140.3,2024-07-27 03:41:33
5693,6,M04798,Type_07,Afternoon,80.0,2024-07-27 04:32:21
5694,1,M05069,Type_15,Afternoon,134.6,2024-07-27 08:14:30
5695,5,M05481,Type_05,Night,110.8,2024-07-27 09:02:44
5696,22,M08034,Type_07,Morning,100.2,2024-07-27 09:06:45
5697,25,M00984,Type_05,Afternoon,113.3,2024-07-27 09:24:27
5698,14,M05608,Type_04,Afternoon,124.7,2024-07-27 10:00:15
5699,25,M08544,Type_24,Night,137.3,2024-07-27 10:53:17
5700,16,M09917,Type_16,Morning,116.3,2024-07-27 10:59:41
5701,9,M09472,Type_15,Morning,92.2,2024-07-27 11:10:33
5702,19,M01908,Type_25,Morning,111.1,2024-07-27 11:15:59
5703,20,M06925,Type_23,Afternoon,146.3,2024-07-27 13:19:30
5704,8,M09217,Type_25,Morning,137.0,2024-07-27 13:27:26
5705,8,M08738,Type_02,Night,128.2,2024-07-27 15:44:00
5706,16,M04175,Type_10,Morning,125.9,2024-07-27 18:11:41
5707,18,M09081,Type_10,Night,124.0,2024-07-27 18:37:08
5708,8,M07266,Type_03,Morning,133.2,2024-07-27 18:40:37
5709,23,M09298,Type_11,Afternoon,100.9,2024-07-27 20:34:02
5710,9,M01991,Type_10,Night,82.9,2024-07-27 21:39:28
5711,5,M05597,Type_03,Morning,111.4,2024-07-27 22:04:47
5712,2,M03999,Type_10,Night,93.6,2024-07-27 22:14:17
5713,21,M03776,Type_21,Afternoon,88.9,2024-07-27 22:16:38
5714,14,M09113,Type_10,Night,95.6,2024-07-27 23:42:01
5715,18,M04646,Type_25,Afternoon,159.7,2024-07-28 00:11:41
5716,13,M02062,Type_06,Morning,112.7,2024-07-28 00:46:29
5717,12,M04488,Type_14,Morning,117.2,2024-07-28 00:59:13
5718,15,M04436,Type_08,Morning,85.6,2024-07-28 01:10:13
5719,21,M02645,Type_08,Morning,80.0,2024-07-28 01:54:58
5720,15,M01046,Type_04,Morning,93.6,2024-07-28 02:50:12
