TestID,ProductionID,Product_Temp_C,Product_Pressure_PSI,ScreenTestScore,BatteryTestScore,CameraTestScore,PerformanceTestScore,TestDate,QualityStatus
5825,5825,31.7,17.6,82.6,79.0,82.1,73.3,2024-08-01 09:11:51,Pass
5826,5826,31.7,14.4,90.4,77.6,80.4,100.0,2024-08-01 13:16:00,Pass
5827,5827,39.0,17.6,81.3,100.0,99.0,78.7,2024-08-01 14:03:38,Pass
5828,5828,38.4,15.6,95.0,84.1,82.6,100.0,2024-08-01 14:05:47,Pass
5829,5829,32.6,16.9,88.5,90.6,78.4,73.1,2024-08-01 15:04:38,Pass
5830,5830,34.4,15.1,95.0,89.5,71.6,77.2,2024-08-01 14:48:10,Pass
5831,5831,37.2,16.7,68.9,76.2,70.2,66.8,2024-08-01 16:40:03,Pass
5832,5832,36.3,17.7,86.3,80.5,75.8,79.5,2024-08-01 17:18:06,Pass
5833,5833,36.4,15.3,69.7,74.3,66.0,50.7,2024-08-01 17:15:27,Defect
5834,5834,34.1,14.7,82.6,71.7,69.9,87.5,2024-08-01 18:36:04,Pass
5835,5835,32.7,14.8,65.5,54.3,67.5,83.9,2024-08-01 18:50:50,Defect
5836,5836,35.0,12.5,53.3,55.9,69.0,59.9,2024-08-01 19:11:54,Defect
5837,5837,30.2,14.7,76.5,62.3,77.5,73.1,2024-08-01 19:47:02,Pass
5838,5838,36.1,17.8,67.9,60.3,67.4,72.7,2024-08-01 19:44:20,Defect
5839,5839,29.4,13.5,56.3,72.5,88.1,80.6,2024-08-01 20:37:03,Defect
5840,5840,29.1,15.2,82.8,79.2,71.7,79.3,2024-08-01 20:04:55,Pass
5841,5841,47.7,16.2,84.2,49.0,90.5,73.0,2024-08-01 21:46:21,Defect
5842,5842,26.4,16.2,91.5,84.5,95.2,94.8,2024-08-01 21:03:36,Pass
5843,5843,38.2,14.8,92.3,82.9,72.1,82.4,2024-08-01 22:45:08,Pass
5844,5844,34.8,18.0,90.9,74.5,62.3,79.6,2024-08-01 22:04:44,Pass
5845,5845,35.7,17.1,86.8,95.7,74.8,83.9,2024-08-01 21:48:40,Pass
5846,5846,30.1,14.6,81.5,90.5,85.6,80.7,2024-08-01 23:53:18,Pass
5847,5847,36.4,15.8,80.8,83.9,73.0,72.5,2024-08-01 23:43:06,Pass
5848,5848,28.4,15.1,76.6,63.6,82.2,80.2,2024-08-01 23:36:28,Pass
5849,5849,35.2,16.7,55.8,69.8,65.1,73.3,2024-08-01 23:50:08,Defect
5850,5850,35.7,18.2,100.0,92.3,85.5,100.0,2024-08-02 00:55:05,Pass
5851,5851,41.4,16.8,79.1,79.1,93.0,75.9,2024-08-02 00:53:31,Defect
5852,5852,37.6,18.4,68.2,99.2,83.4,81.8,2024-08-02 00:57:43,Pass
5853,5853,32.9,15.8,63.9,85.4,67.3,88.6,2024-08-02 01:55:21,Pass
5854,5854,34.0,13.6,73.3,77.8,84.9,58.6,2024-08-02 02:08:18,Defect
5855,5855,37.3,14.9,80.0,67.6,69.9,47.9,2024-08-02 02:08:17,Defect
5856,5856,29.3,17.1,65.3,45.8,72.4,66.2,2024-08-02 03:37:18,Defect
5857,5857,41.1,15.9,69.2,69.8,70.1,56.1,2024-08-02 08:29:46,Defect
5858,5858,33.1,16.2,90.8,79.4,80.1,74.7,2024-08-02 11:31:40,Pass
5859,5859,32.2,15.3,77.4,70.4,68.7,78.9,2024-08-02 11:32:22,Pass
5860,5860,29.3,15.2,71.7,73.9,73.8,79.1,2024-08-02 10:34:29,Pass
5861,5861,26.9,17.7,79.8,57.7,83.7,67.3,2024-08-02 14:01:04,Defect
5862,5862,42.3,18.8,89.2,75.9,85.2,100.0,2024-08-02 14:40:07,Pass
5863,5863,27.1,15.3,80.0,83.7,84.4,91.1,2024-08-02 16:40:17,Pass
5864,5864,36.7,15.1,98.0,89.8,83.5,77.3,2024-08-02 17:38:34,Pass
5865,5865,36.8,17.3,82.4,79.3,77.0,83.9,2024-08-02 17:17:16,Pass
5866,5866,31.9,18.3,81.8,70.1,100.0,71.2,2024-08-02 21:02:16,Pass
5867,5867,33.8,17.7,76.2,76.6,65.9,59.7,2024-08-02 21:26:36,Defect
5868,5868,31.9,18.9,98.7,89.9,81.2,86.6,2024-08-02 22:56:57,Pass
5869,5869,35.0,17.7,86.1,65.0,82.4,72.4,2024-08-02 23:00:30,Pass
5870,5870,33.5,17.2,82.3,88.3,71.7,90.3,2024-08-03 00:43:19,Pass
5871,5871,34.1,17.9,81.7,60.3,57.8,51.7,2024-08-03 01:12:31,Defect
5872,5872,33.2,16.7,100.0,89.9,94.8,76.6,2024-08-03 04:17:29,Pass
5873,5873,37.4,16.2,91.3,69.9,89.0,81.8,2024-08-03 05:08:56,Pass
5874,5874,38.0,16.9,64.2,67.2,75.7,73.0,2024-08-03 06:11:54,Pass
5875,5875,34.3,16.8,78.4,59.0,81.7,78.7,2024-08-03 07:59:28,Defect
5876,5876,33.4,15.0,100.0,84.1,78.1,83.0,2024-08-03 07:45:25,Pass
5877,5877,36.8,16.8,77.8,85.1,88.6,83.0,2024-08-03 09:09:35,Pass
5878,5878,31.0,16.3,89.4,70.3,90.8,89.0,2024-08-03 10:43:54,Pass
5879,5879,29.7,16.8,71.4,78.6,68.9,84.3,2024-08-03 10:47:41,Pass
5880,5880,29.8,16.1,62.4,53.4,70.1,74.0,2024-08-03 13:22:29,Defect
5881,5881,38.3,16.7,68.7,69.3,59.7,71.6,2024-08-03 14:08:08,Defect
5882,5882,38.6,16.5,88.4,93.6,78.7,68.0,2024-08-03 16:02:20,Pass
5883,5883,35.0,14.4,90.1,83.4,100.0,89.1,2024-08-03 16:18:09,Pass
5884,5884,36.0,15.0,96.5,80.7,81.3,69.0,2024-08-03 17:15:19,Pass
5885,5885,32.2,13.8,74.3,91.1,90.1,97.1,2024-08-03 17:27:39,Pass
5886,5886,37.1,18.2,61.7,81.5,62.6,70.4,2024-08-03 18:12:57,Defect
5887,5887,34.0,16.0,75.2,63.2,85.5,77.5,2024-08-03 20:09:41,Pass
5888,5888,36.4,16.5,85.5,87.5,83.9,90.7,2024-08-03 21:05:01,Pass
5889,5889,26.3,16.0,66.2,73.0,59.6,47.8,2024-08-03 22:14:53,Defect
5890,5890,36.4,14.5,87.3,100.0,79.8,94.7,2024-08-03 23:49:08,Pass
5891,5891,36.7,15.7,80.0,77.1,79.1,92.6,2024-08-03 23:49:52,Pass
5892,5892,37.9,16.0,66.9,65.7,61.1,75.4,2024-08-04 00:49:15,Defect
5893,5893,35.4,13.4,64.3,57.1,75.5,82.4,2024-08-04 01:37:00,Defect
5894,5894,42.2,16.8,83.7,76.5,82.2,80.5,2024-08-04 00:50:40,Pass
5895,5895,37.9,16.5,91.2,70.2,83.6,86.0,2024-08-04 00:56:00,Pass
5896,5896,41.3,15.5,70.3,94.5,95.5,94.6,2024-08-04 02:25:57,Pass
5897,5897,36.4,18.2,83.8,81.2,64.7,72.8,2024-08-04 01:28:15,Pass
5898,5898,35.7,16.6,69.1,86.4,69.2,79.3,2024-08-04 04:38:33,Pass
5899,5899,38.9,17.4,53.9,62.0,67.5,68.5,2024-08-04 04:30:02,Defect
5900,5900,31.0,16.6,100.0,83.6,74.4,80.8,2024-08-04 05:17:00,Pass
5901,5901,38.4,16.6,75.3,75.7,75.3,59.3,2024-08-04 05:35:37,Defect
5902,5902,31.7,12.8,83.9,78.8,72.8,75.5,2024-08-04 06:36:11,Pass
5903,5903,35.1,15.2,84.2,80.0,71.0,77.8,2024-08-04 06:51:55,Pass
5904,5904,29.3,15.8,84.0,80.0,60.9,60.8,2024-08-04 07:53:34,Pass
5905,5905,39.8,14.4,66.5,88.3,78.3,67.1,2024-08-04 08:25:41,Pass
5906,5906,43.0,15.6,77.5,100.0,91.4,83.1,2024-08-04 07:53:29,Pass
5907,5907,39.7,17.4,72.1,83.3,76.8,82.2,2024-08-04 09:17:45,Pass
5908,5908,37.7,16.0,77.8,62.1,75.5,70.7,2024-08-04 09:44:36,Pass
5909,5909,40.3,14.0,59.7,52.7,70.3,71.2,2024-08-04 11:49:24,Defect
5910,5910,39.5,16.7,81.5,59.0,79.9,63.1,2024-08-04 10:54:38,Defect
5911,5911,36.4,13.1,57.9,48.2,60.9,63.0,2024-08-04 13:53:27,Defect
5912,5912,33.5,16.9,70.5,71.0,70.7,66.9,2024-08-04 12:41:50,Defect
5913,5913,31.4,15.2,71.5,69.2,74.9,81.4,2024-08-04 14:43:28,Pass
5914,5914,42.2,18.8,79.1,73.2,87.0,81.3,2024-08-04 14:57:34,Pass
5915,5915,33.9,13.8,79.2,80.0,76.4,65.9,2024-08-04 15:45:29,Pass
5916,5916,34.5,15.9,80.8,86.6,97.7,75.5,2024-08-04 16:14:12,Pass
5917,5917,30.6,14.3,72.3,84.8,70.7,77.4,2024-08-04 16:49:09,Pass
5918,5918,31.1,15.4,63.7,77.1,67.8,62.7,2024-08-04 17:48:37,Defect
5919,5919,31.5,19.3,51.8,63.1,82.4,82.2,2024-08-04 18:23:50,Defect
5920,5920,33.7,15.4,94.6,87.5,79.9,94.9,2024-08-04 19:15:07,Pass
5921,5921,37.8,14.2,82.6,100.0,71.5,88.7,2024-08-04 18:44:06,Pass
5922,5922,38.5,16.9,55.2,52.0,63.1,42.8,2024-08-04 19:25:52,Defect
5923,5923,37.4,15.5,93.8,77.0,93.7,77.2,2024-08-04 20:26:24,Pass
5924,5924,35.7,15.5,69.9,58.2,64.4,63.1,2024-08-04 20:27:38,Defect
5925,5925,40.0,15.5,70.2,57.7,70.4,59.8,2024-08-04 22:21:33,Defect
5926,5926,35.7,15.5,77.1,67.7,80.3,63.9,2024-08-04 23:04:32,Pass
5927,5927,38.0,17.7,63.0,49.3,61.9,54.7,2024-08-04 23:54:18,Defect
5928,5928,33.1,13.7,75.6,73.8,79.9,75.9,2024-08-05 03:13:33,Pass
5929,5929,39.6,16.1,77.2,90.4,85.0,81.9,2024-08-05 02:30:42,Pass
5930,5930,30.1,16.4,71.9,57.3,80.6,73.4,2024-08-05 03:56:24,Defect
5931,5931,40.0,16.2,61.7,64.3,67.0,66.8,2024-08-05 03:26:01,Defect
5932,5932,36.7,14.3,68.7,69.7,73.5,73.0,2024-08-05 04:24:12,Pass
5933,5933,41.1,14.5,87.9,85.9,92.7,85.2,2024-08-05 04:23:58,Pass
5934,5934,33.4,15.5,47.2,63.2,68.1,69.4,2024-08-05 04:46:47,Defect
5935,5935,32.9,14.5,80.0,82.7,72.5,70.2,2024-08-05 05:21:08,Pass
5936,5936,35.6,16.5,61.8,63.7,57.6,63.9,2024-08-05 04:31:02,Defect
5937,5937,32.4,17.8,70.7,56.3,67.9,56.4,2024-08-05 06:06:02,Defect
5938,5938,42.8,16.1,80.8,77.5,88.7,89.3,2024-08-05 07:01:11,Pass
5939,5939,32.0,15.5,85.0,58.5,72.0,78.0,2024-08-05 08:12:28,Defect
5940,5940,31.8,12.8,82.9,67.6,100.0,100.0,2024-08-05 09:44:38,Pass
5941,5941,42.3,16.4,69.3,80.3,81.1,72.9,2024-08-05 10:01:06,Pass
5942,5942,38.2,14.8,88.6,89.2,91.7,93.5,2024-08-05 11:58:33,Pass
5943,5943,34.4,15.5,79.6,78.6,83.5,84.4,2024-08-05 15:16:55,Pass
5944,5944,27.6,14.9,75.8,78.6,96.9,77.5,2024-08-05 15:17:24,Pass
5945,5945,43.6,15.7,70.0,73.3,66.9,69.7,2024-08-05 16:34:25,Defect
5946,5946,42.4,16.3,85.3,85.3,82.6,98.0,2024-08-05 16:50:21,Pass
5947,5947,37.4,16.6,79.5,77.8,84.0,83.1,2024-08-05 17:39:33,Pass
5948,5948,38.5,17.6,67.8,69.1,68.2,83.2,2024-08-05 18:06:22,Pass
5949,5949,36.0,15.7,83.0,65.9,76.3,80.3,2024-08-05 18:40:53,Pass
5950,5950,34.4,15.7,78.6,65.6,68.7,81.2,2024-08-05 19:18:18,Pass
5951,5951,38.9,17.9,93.5,73.5,86.0,92.3,2024-08-05 18:25:32,Pass
5952,5952,33.3,17.3,76.8,91.2,85.5,91.2,2024-08-05 19:36:02,Pass
5953,5953,38.7,17.9,78.1,75.2,63.9,56.3,2024-08-05 22:17:15,Defect
5954,5954,35.2,17.4,71.5,66.7,76.3,86.9,2024-08-06 00:13:55,Pass
5955,5955,34.8,19.7,100.0,76.8,85.1,74.3,2024-08-06 02:34:15,Pass
5956,5956,31.8,17.1,65.6,61.9,63.7,50.7,2024-08-06 04:37:32,Defect
5957,5957,29.2,14.4,66.1,67.8,76.5,90.3,2024-08-06 04:29:42,Pass
5958,5958,36.6,17.1,82.4,87.2,81.5,78.5,2024-08-06 04:43:38,Pass
5959,5959,33.4,16.6,74.3,91.1,77.9,84.5,2024-08-06 05:43:24,Pass
5960,5960,35.6,15.4,80.7,62.7,64.3,64.5,2024-08-06 04:40:03,Defect
5961,5961,37.1,15.3,81.7,86.1,72.4,84.5,2024-08-06 05:36:16,Pass
5962,5962,37.8,15.7,61.3,42.6,42.6,31.2,2024-08-06 06:35:43,Defect
5963,5963,33.7,12.8,72.9,72.6,80.4,65.2,2024-08-06 09:21:43,Pass
5964,5964,37.7,12.2,89.9,81.6,83.6,93.9,2024-08-06 09:20:53,Defect
5965,5965,35.3,16.1,82.7,79.9,85.7,83.3,2024-08-06 10:04:00,Pass
5966,5966,35.6,15.3,61.7,49.6,57.9,58.2,2024-08-06 12:59:38,Defect
5967,5967,38.7,15.2,79.1,74.7,90.7,91.6,2024-08-06 17:39:44,Pass
5968,5968,35.4,15.5,96.8,87.2,98.0,85.2,2024-08-06 17:51:30,Pass
5969,5969,36.6,13.7,82.6,74.9,72.7,64.6,2024-08-06 19:00:55,Pass
5970,5970,39.5,17.1,79.1,90.1,69.9,65.8,2024-08-06 19:06:33,Pass
5971,5971,35.8,15.5,81.7,75.0,62.9,71.2,2024-08-06 19:39:13,Pass
5972,5972,38.9,16.1,93.5,80.1,89.9,94.7,2024-08-06 20:50:52,Pass
5973,5973,30.1,17.4,66.6,51.7,58.3,66.4,2024-08-06 21:43:17,Defect
5974,5974,45.4,15.5,56.0,42.4,68.4,57.8,2024-08-06 22:43:56,Defect
5975,5975,38.0,17.3,84.4,75.8,85.8,73.3,2024-08-06 22:40:27,Pass
5976,5976,37.2,16.5,75.4,62.5,61.1,56.0,2024-08-06 22:11:04,Defect
5977,5977,32.9,17.3,86.5,100.0,77.6,82.6,2024-08-07 01:05:37,Pass
5978,5978,29.0,17.4,82.1,75.8,88.4,80.4,2024-08-07 03:59:37,Pass
5979,5979,38.2,16.8,80.8,68.5,77.8,90.9,2024-08-07 04:42:12,Pass
5980,5980,38.9,15.9,90.8,90.6,88.8,80.7,2024-08-07 04:48:08,Pass
5981,5981,27.0,16.7,86.0,89.2,92.0,82.9,2024-08-07 05:19:13,Pass
5982,5982,37.7,14.4,84.1,62.1,65.4,68.4,2024-08-07 04:52:22,Pass
5983,5983,41.9,16.6,92.0,73.7,71.1,63.6,2024-08-07 06:34:38,Pass
5984,5984,43.0,17.2,77.0,67.3,63.3,75.6,2024-08-07 07:27:37,Pass
5985,5985,38.5,14.6,58.0,63.9,38.4,61.5,2024-08-07 07:55:30,Defect
5986,5986,33.3,17.9,94.6,100.0,77.1,87.7,2024-08-07 09:38:36,Pass
5987,5987,39.6,15.9,83.5,76.9,68.1,72.9,2024-08-07 08:43:55,Pass
5988,5988,36.0,16.6,62.6,68.7,80.4,82.4,2024-08-07 10:07:32,Pass
5989,5989,35.9,14.2,70.7,77.9,74.7,77.8,2024-08-07 09:15:19,Pass
5990,5990,32.4,12.7,80.5,76.6,80.8,77.4,2024-08-07 12:08:28,Pass
5991,5991,29.3,17.8,82.8,64.6,78.9,78.7,2024-08-07 12:09:45,Pass
5992,5992,39.4,15.8,71.2,79.4,90.4,55.6,2024-08-07 14:14:00,Defect
5993,5993,33.6,17.5,88.2,65.3,87.0,86.2,2024-08-07 14:03:41,Pass
5994,5994,31.0,15.7,83.8,72.8,82.9,83.6,2024-08-07 14:11:50,Pass
5995,5995,31.0,14.7,72.8,64.2,74.4,91.8,2024-08-07 15:09:13,Pass
5996,5996,34.8,18.6,76.5,76.7,75.9,71.3,2024-08-07 15:35:04,Pass
5997,5997,31.3,15.9,82.5,71.7,82.0,84.3,2024-08-07 17:12:58,Pass
5998,5998,38.0,16.2,79.0,79.9,71.7,68.4,2024-08-07 16:53:17,Pass
5999,5999,37.2,15.7,85.2,95.4,80.2,96.4,2024-08-07 16:56:59,Pass
6000,6000,38.4,13.9,99.8,73.0,87.4,97.4,2024-08-07 18:26:30,Pass
6001,6001,30.8,16.8,74.4,65.3,87.5,71.7,2024-08-07 18:03:18,Pass
6002,6002,29.2,16.6,74.0,55.7,71.8,67.4,2024-08-07 19:09:52,Defect
6003,6003,42.0,17.3,79.7,91.3,77.9,76.8,2024-08-07 18:27:01,Pass
6004,6004,31.0,14.8,73.3,78.0,80.2,93.9,2024-08-07 19:09:00,Pass
6005,6005,33.9,13.6,68.8,65.2,59.5,73.0,2024-08-07 20:29:42,Defect
6006,6006,30.4,16.9,82.3,86.0,80.2,85.8,2024-08-07 22:52:50,Pass
6007,6007,31.6,18.0,75.7,78.9,80.7,81.3,2024-08-07 22:30:15,Pass
6008,6008,36.9,13.6,83.1,80.5,66.0,81.2,2024-08-07 23:12:56,Pass
6009,6009,33.8,13.9,87.2,77.2,92.7,79.9,2024-08-07 22:47:22,Pass
6010,6010,41.6,15.2,73.1,53.9,63.2,66.5,2024-08-07 23:55:56,Defect
6011,6011,27.0,13.8,88.4,79.8,68.0,60.8,2024-08-08 01:43:59,Pass
6012,6012,36.3,15.4,61.6,52.7,58.4,53.3,2024-08-08 01:30:50,Defect
6013,6013,34.6,16.6,51.6,65.5,48.7,67.1,2024-08-08 02:32:02,Defect
6014,6014,32.5,17.1,76.6,93.2,74.0,66.0,2024-08-08 03:30:30,Pass
6015,6015,34.4,16.8,84.2,87.8,77.7,71.8,2024-08-08 06:08:00,Pass
6016,6016,37.2,15.8,81.1,89.1,80.3,75.1,2024-08-08 07:59:57,Pass
6017,6017,32.8,17.9,76.4,87.8,96.9,84.8,2024-08-08 08:26:55,Pass
6018,6018,32.9,13.1,82.5,80.5,98.6,100.0,2024-08-08 09:36:30,Pass
6019,6019,42.7,14.4,83.2,83.8,68.1,66.8,2024-08-08 10:15:19,Pass
6020,6020,32.1,16.0,78.3,69.7,72.2,83.1,2024-08-08 11:06:14,Pass
6021,6021,31.6,14.8,68.5,53.2,66.2,63.2,2024-08-08 13:55:02,Defect
6022,6022,42.8,15.8,76.9,76.5,75.8,66.3,2024-08-08 14:47:34,Pass
6023,6023,41.8,16.7,63.8,78.4,63.8,75.2,2024-08-08 15:51:40,Pass
6024,6024,29.5,15.2,64.5,64.8,86.3,64.9,2024-08-08 15:05:25,Pass
6025,6025,45.7,15.2,61.7,31.6,67.3,64.5,2024-08-08 16:50:45,Defect
6026,6026,36.7,15.6,69.2,91.4,74.4,73.1,2024-08-08 17:44:43,Pass
6027,6027,30.7,17.3,76.5,74.8,68.7,74.3,2024-08-08 19:50:03,Pass
6028,6028,33.5,17.0,72.6,90.5,84.2,90.9,2024-08-08 20:04:15,Pass
6029,6029,34.6,17.2,70.0,53.8,52.3,45.2,2024-08-08 19:54:14,Defect
6030,6030,35.0,16.2,98.3,83.6,82.5,83.6,2024-08-08 20:27:09,Pass
6031,6031,33.5,16.3,99.3,75.7,89.8,90.0,2024-08-08 20:43:24,Pass
6032,6032,28.8,17.7,60.5,80.3,58.3,75.8,2024-08-08 21:13:24,Defect
6033,6033,29.0,14.7,89.5,100.0,83.2,67.5,2024-08-08 22:18:06,Pass
6034,6034,35.6,17.8,75.1,75.7,82.3,79.7,2024-08-08 22:13:18,Pass
6035,6035,32.0,16.3,72.9,86.9,76.3,77.4,2024-08-08 23:50:54,Pass
6036,6036,28.9,16.1,82.0,99.0,87.8,79.6,2024-08-09 00:19:53,Pass
6037,6037,36.1,15.2,87.2,59.6,79.5,88.2,2024-08-09 01:10:39,Defect
6038,6038,36.3,17.8,77.4,96.2,80.0,85.7,2024-08-09 00:40:52,Pass
6039,6039,38.3,17.3,75.3,94.4,76.5,74.0,2024-08-09 03:03:08,Pass
6040,6040,35.6,14.0,81.4,69.8,74.7,73.2,2024-08-09 04:25:04,Pass
6041,6041,32.1,16.5,75.2,67.9,70.8,59.7,2024-08-09 06:26:46,Defect
6042,6042,38.9,14.9,78.8,63.7,69.2,82.3,2024-08-09 07:17:42,Pass
6043,6043,37.0,15.6,99.0,72.4,86.4,73.1,2024-08-09 08:04:06,Pass
6044,6044,43.4,13.7,77.0,82.7,72.5,92.3,2024-08-09 08:23:49,Pass
6045,6045,39.2,16.2,100.0,77.4,94.4,88.2,2024-08-09 07:20:33,Pass
6046,6046,36.6,16.3,74.8,83.2,82.5,75.7,2024-08-09 11:14:04,Pass
6047,6047,44.6,16.4,69.4,73.9,66.4,62.7,2024-08-09 11:46:41,Defect
6048,6048,36.0,15.4,87.6,85.2,79.7,78.6,2024-08-09 12:57:35,Pass
6049,6049,37.8,15.6,41.3,58.1,49.7,54.1,2024-08-09 13:07:08,Defect
6050,6050,35.4,13.2,77.5,78.6,82.9,69.5,2024-08-09 14:09:44,Pass
6051,6051,32.4,17.4,57.3,75.1,54.8,59.9,2024-08-09 14:54:07,Defect
6052,6052,44.3,13.3,89.8,72.5,73.8,61.6,2024-08-09 16:11:47,Pass
6053,6053,33.5,16.6,75.4,56.7,53.6,67.7,2024-08-09 16:56:26,Defect
6054,6054,30.2,15.7,70.3,49.9,51.1,52.8,2024-08-09 17:14:27,Defect
6055,6055,32.6,16.9,79.2,83.8,68.3,60.1,2024-08-09 16:51:35,Pass
6056,6056,36.7,16.2,75.8,86.0,92.3,71.5,2024-08-09 17:50:30,Pass
6057,6057,31.4,14.5,82.7,78.1,84.1,84.2,2024-08-09 19:02:12,Pass
6058,6058,34.4,16.8,87.6,69.0,75.6,70.6,2024-08-09 19:10:35,Pass
6059,6059,28.9,15.9,69.3,64.6,77.6,74.5,2024-08-09 19:44:57,Pass
6060,6060,30.0,15.7,93.1,78.2,74.3,76.9,2024-08-09 22:56:25,Pass
6061,6061,29.1,16.3,90.6,67.9,77.4,73.0,2024-08-09 23:25:48,Pass
6062,6062,38.7,17.7,75.2,87.5,72.8,81.6,2024-08-09 23:51:44,Pass
6063,6063,29.8,15.5,78.6,72.5,85.1,77.6,2024-08-10 01:41:40,Pass
6064,6064,32.5,16.6,85.9,89.3,95.7,97.4,2024-08-10 02:04:02,Pass
6065,6065,34.4,16.3,77.3,76.2,75.4,78.7,2024-08-10 03:09:43,Pass
6066,6066,30.5,15.4,74.1,65.2,68.3,73.3,2024-08-10 05:06:47,Pass
6067,6067,37.1,15.1,79.7,74.1,87.5,64.0,2024-08-10 05:00:16,Pass
6068,6068,37.5,14.5,93.3,76.2,81.6,84.5,2024-08-10 06:12:01,Pass
6069,6069,39.9,16.8,83.1,66.9,81.1,79.5,2024-08-10 05:58:03,Pass
6070,6070,34.0,15.1,86.2,75.0,75.4,61.3,2024-08-10 06:16:34,Pass
6071,6071,26.3,14.1,87.6,83.0,89.0,77.0,2024-08-10 07:47:40,Pass
6072,6072,33.4,15.9,85.8,81.9,81.1,79.8,2024-08-10 08:02:48,Pass
6073,6073,34.0,17.5,81.2,76.5,64.9,65.3,2024-08-10 09:03:26,Pass
6074,6074,39.5,17.8,92.0,81.0,79.5,92.6,2024-08-10 09:02:04,Pass
6075,6075,34.3,11.7,81.9,80.2,75.8,68.1,2024-08-10 09:46:23,Defect
6076,6076,36.3,16.2,75.8,76.5,85.9,87.2,2024-08-10 10:13:04,Pass
6077,6077,34.7,16.8,76.6,89.5,88.8,92.4,2024-08-10 10:29:20,Pass
6078,6078,37.5,16.7,80.8,84.7,89.1,88.1,2024-08-10 11:00:35,Pass
6079,6079,32.2,15.9,100.0,93.6,84.9,82.6,2024-08-10 12:03:15,Pass
6080,6080,28.5,18.4,91.5,86.0,85.3,82.0,2024-08-10 11:09:21,Pass
6081,6081,25.8,17.9,62.0,55.7,58.3,67.5,2024-08-10 11:53:18,Defect
6082,6082,36.5,15.9,82.1,77.6,73.2,75.1,2024-08-10 12:35:03,Pass
6083,6083,36.7,15.4,99.3,74.6,80.6,74.6,2024-08-10 13:22:55,Pass
6084,6084,36.5,16.5,75.8,79.6,76.5,72.4,2024-08-10 12:38:52,Pass
6085,6085,35.9,16.7,93.9,74.0,74.7,77.2,2024-08-10 13:48:49,Pass
6086,6086,26.5,16.1,100.0,78.4,87.7,83.5,2024-08-10 13:16:56,Pass
6087,6087,32.5,16.2,75.6,82.6,81.6,83.5,2024-08-10 15:45:48,Pass
6088,6088,35.7,18.3,73.7,71.6,83.2,73.6,2024-08-10 15:10:33,Pass
6089,6089,31.1,18.3,86.5,95.1,92.3,100.0,2024-08-10 17:01:35,Pass
6090,6090,35.9,17.2,96.6,77.5,81.0,81.0,2024-08-10 17:32:02,Defect
6091,6091,33.1,17.4,92.5,93.7,77.8,74.8,2024-08-10 16:57:10,Pass
6092,6092,36.5,17.3,85.3,72.1,87.8,74.9,2024-08-10 17:21:28,Pass
6093,6093,40.2,15.7,69.0,73.1,77.0,73.5,2024-08-10 18:18:45,Pass
6094,6094,35.4,16.7,80.6,79.3,77.4,70.7,2024-08-10 17:27:05,Pass
6095,6095,35.4,16.4,86.6,85.0,87.4,95.2,2024-08-10 19:09:57,Pass
6096,6096,30.4,17.8,76.4,77.3,77.0,63.2,2024-08-10 19:42:05,Pass
6097,6097,35.7,16.4,76.8,66.1,90.3,68.8,2024-08-10 20:10:46,Pass
6098,6098,28.2,17.3,89.1,65.1,86.5,63.7,2024-08-10 20:22:19,Pass
6099,6099,30.4,15.8,92.9,84.4,86.8,82.9,2024-08-10 21:01:30,Pass
6100,6100,36.3,17.0,83.5,97.4,71.4,83.4,2024-08-10 22:08:43,Pass
6101,6101,29.7,16.4,86.5,80.7,83.2,77.6,2024-08-10 22:27:21,Pass
6102,6102,43.9,14.9,79.2,89.9,87.6,75.8,2024-08-10 22:27:04,Pass
6103,6103,40.9,17.1,61.4,59.5,56.4,43.5,2024-08-10 22:27:20,Defect
6104,6104,36.0,17.6,79.8,78.7,85.5,72.4,2024-08-10 23:21:59,Pass
6105,6105,26.3,13.5,66.6,51.5,57.5,67.8,2024-08-10 23:11:19,Defect
6106,6106,26.9,13.4,89.3,78.0,62.7,73.2,2024-08-10 23:01:31,Pass
6107,6107,44.0,16.4,78.7,85.7,89.2,92.4,2024-08-11 02:30:40,Pass
6108,6108,31.5,16.6,67.0,73.2,80.9,64.4,2024-08-11 02:30:21,Pass
6109,6109,38.9,14.6,69.2,87.8,87.7,95.4,2024-08-11 02:20:09,Pass
6110,6110,34.8,16.4,72.4,59.6,73.8,52.5,2024-08-11 02:04:46,Defect
6111,6111,30.5,15.9,87.5,77.9,84.2,77.8,2024-08-11 03:50:43,Pass
6112,6112,32.7,12.9,80.9,75.7,66.0,56.6,2024-08-11 04:02:24,Defect
6113,6113,27.6,16.3,70.3,53.8,83.8,54.9,2024-08-11 06:04:13,Defect
6114,6114,36.2,14.5,81.7,85.7,75.0,87.2,2024-08-11 05:10:32,Pass
6115,6115,36.2,16.9,61.6,63.6,79.7,77.7,2024-08-11 05:03:29,Pass
6116,6116,32.8,15.2,82.7,78.5,87.4,62.8,2024-08-11 06:19:46,Pass
6117,6117,27.6,16.5,63.2,72.1,73.2,64.3,2024-08-11 06:50:15,Defect
6118,6118,34.5,17.8,93.0,82.8,87.4,79.9,2024-08-11 07:47:32,Pass
6119,6119,36.8,15.4,81.4,72.4,85.7,83.1,2024-08-11 09:35:56,Pass
6120,6120,43.7,15.8,88.5,100.0,83.6,94.9,2024-08-11 11:28:48,Pass
