TransactionID,ProductID,Quantity,TransactionType,ReferenceID,TransactionDate
1385,2,-1,OUT,725,2024-05-13
1386,24,-2,OUT,726,2024-05-11
1387,8,-2,OUT,726,2024-05-11
1388,13,-1,OUT,726,2024-05-11
1389,8,-2,OUT,727,2024-05-08
1390,10,-1,OUT,728,2024-05-11
1391,21,-2,OUT,729,2024-06-18
1392,13,-1,OUT,729,2024-06-18
1393,9,-1,OUT,729,2024-06-18
1394,1,-1,OUT,730,2024-06-12
1395,17,-2,OUT,730,2024-06-12
1396,3,-1,OUT,730,2024-06-12
1397,14,-1,OUT,730,2024-06-12
1398,18,-2,OUT,731,2024-06-07
1399,6,-2,OUT,732,2024-06-21
1400,2,-1,OUT,732,2024-06-21
1401,2,-2,OUT,733,2024-06-15
1402,3,-1,OUT,733,2024-06-15
1403,12,-2,OUT,733,2024-06-15
1404,20,-1,OUT,733,2024-06-15
1405,11,-2,OUT,734,2024-06-01
1406,22,-1,OUT,734,2024-06-01
1407,9,-1,OUT,735,2024-06-17
1408,7,-1,OUT,735,2024-06-17
1409,5,-1,OUT,736,2024-06-10
1410,2,-1,OUT,736,2024-06-10
1411,19,-3,OUT,737,2024-06-18
1412,17,-1,OUT,738,2024-06-08
1413,11,-1,OUT,738,2024-06-08
1414,13,-1,OUT,738,2024-06-08
1415,1,-1,OUT,739,2024-06-13
1416,14,-3,OUT,740,2024-06-22
1417,16,-1,OUT,741,2024-06-28
1418,23,-1,OUT,741,2024-06-28
1419,7,-1,OUT,741,2024-06-28
1420,11,-1,OUT,742,2024-06-16
1421,13,-1,OUT,742,2024-06-16
1422,21,-1,OUT,742,2024-06-16
1423,4,-1,OUT,742,2024-06-16
1424,14,-1,OUT,743,2024-06-27
1425,6,-1,OUT,744,2024-06-14
1426,8,-1,OUT,745,2024-06-22
1427,17,-1,OUT,746,2024-06-01
1428,13,-1,OUT,747,2024-06-25
1429,8,-1,OUT,747,2024-06-25
1430,24,-1,OUT,748,2024-06-26
1431,18,-1,OUT,749,2024-06-16
1432,22,-2,OUT,750,2024-06-28
1433,1,-1,OUT,750,2024-06-28
1434,14,-3,OUT,751,2024-06-09
1435,7,-1,OUT,751,2024-06-09
1436,15,-2,OUT,752,2024-06-16
1437,22,-1,OUT,753,2024-06-11
1438,24,-3,OUT,753,2024-06-11
1439,16,-2,OUT,753,2024-06-11
1440,4,-1,OUT,753,2024-06-11
1441,17,-1,OUT,754,2024-06-16
1442,23,-1,OUT,754,2024-06-16
1443,20,-1,OUT,754,2024-06-16
1444,3,-1,OUT,755,2024-06-07
1445,24,-1,OUT,755,2024-06-07
1446,14,-1,OUT,755,2024-06-07
1447,6,-1,OUT,756,2024-06-10
1448,18,-1,OUT,757,2024-06-20
1449,16,-1,OUT,758,2024-06-01
1450,18,-1,OUT,758,2024-06-01
1451,18,-1,OUT,759,2024-06-25
1452,12,-1,OUT,760,2024-06-04
1453,4,-1,OUT,761,2024-06-26
1454,1,-1,OUT,761,2024-06-26
1455,14,-1,OUT,762,2024-06-26
1456,7,-1,OUT,762,2024-06-26
1457,5,-1,OUT,763,2024-06-04
1458,6,-1,OUT,764,2024-06-11
1459,12,-1,OUT,764,2024-06-11
1460,17,-1,OUT,765,2024-06-27
1461,4,-2,OUT,766,2024-06-01
1462,18,-1,OUT,767,2024-06-18
1463,25,-2,OUT,768,2024-06-27
1464,21,-1,OUT,769,2024-06-11
1465,25,-3,OUT,770,2024-06-20
1466,18,-1,OUT,770,2024-06-20
1467,15,-1,OUT,771,2024-06-16
1468,3,-2,OUT,771,2024-06-16
1469,6,-1,OUT,771,2024-06-16
1470,12,-1,OUT,772,2024-06-23
1471,23,-2,OUT,772,2024-06-23
1472,25,-2,OUT,772,2024-06-23
1473,21,-1,OUT,773,2024-07-02
1474,10,-1,OUT,773,2024-07-02
1475,23,-1,OUT,773,2024-07-02
1476,17,-3,OUT,773,2024-07-02
1477,14,-2,OUT,774,2024-07-23
1478,15,-2,OUT,774,2024-07-23
1479,18,-1,OUT,775,2024-07-28
1480,19,-1,OUT,776,2024-07-26
1481,17,-1,OUT,776,2024-07-26
1482,14,-1,OUT,776,2024-07-26
1483,9,-2,OUT,777,2024-07-06
1484,1,-1,OUT,778,2024-07-11
1485,10,-2,OUT,779,2024-07-04
1486,5,-1,OUT,780,2024-07-12
1487,17,-1,OUT,780,2024-07-12
1488,22,-1,OUT,780,2024-07-12
1489,3,-2,OUT,781,2024-07-26
1490,12,-1,OUT,782,2024-07-27
1491,6,-2,OUT,783,2024-07-02
1492,19,-2,OUT,784,2024-07-19
1493,9,-1,OUT,785,2024-07-18
1494,19,-2,OUT,785,2024-07-18
1495,22,-2,OUT,786,2024-07-10
1496,4,-2,OUT,786,2024-07-10
1497,3,-2,OUT,787,2024-07-12
1498,7,-1,OUT,787,2024-07-12
1499,8,-3,OUT,787,2024-07-12
1500,17,-2,OUT,788,2024-07-15
1501,3,-1,OUT,788,2024-07-15
1502,12,-1,OUT,789,2024-07-13
1503,18,-2,OUT,790,2024-07-18
1504,20,-2,OUT,791,2024-07-09
1505,14,-2,OUT,792,2024-07-26
1506,1,-1,OUT,792,2024-07-26
1507,10,-1,OUT,792,2024-07-26
1508,16,-1,OUT,793,2024-07-17
1509,14,-1,OUT,794,2024-07-13
1510,11,-1,OUT,794,2024-07-13
1511,20,-2,OUT,795,2024-07-06
1512,23,-1,OUT,795,2024-07-06
1513,12,-3,OUT,795,2024-07-06
1514,3,-2,OUT,796,2024-07-01
1515,20,-1,OUT,797,2024-07-18
1516,11,-1,OUT,797,2024-07-18
1517,18,-2,OUT,798,2024-07-27
1518,6,-1,OUT,799,2024-07-28
1519,11,-1,OUT,800,2024-07-02
1520,5,-1,OUT,800,2024-07-02
1521,13,-1,OUT,801,2024-07-16
1522,23,-1,OUT,802,2024-07-26
1523,8,-2,OUT,802,2024-07-26
1524,10,-1,OUT,803,2024-07-18
1525,9,-2,OUT,803,2024-07-18
1526,25,-2,OUT,803,2024-07-18
1527,11,-2,OUT,804,2024-07-18
1528,7,-1,OUT,805,2024-07-21
1529,14,-1,OUT,806,2024-07-08
1530,25,-1,OUT,806,2024-07-08
1531,5,-1,OUT,806,2024-07-08
1532,11,-1,OUT,806,2024-07-08
1533,23,-1,OUT,807,2024-07-17
1534,6,-1,OUT,807,2024-07-17
1535,8,-1,OUT,807,2024-07-17
1536,16,-1,OUT,807,2024-07-17
1537,18,-2,OUT,808,2024-07-09
1538,9,-1,OUT,809,2024-07-04
1539,5,-1,OUT,809,2024-07-04
1540,15,-1,OUT,810,2024-07-05
1541,20,-3,OUT,810,2024-07-05
1542,6,-1,OUT,810,2024-07-05
1543,19,-1,OUT,811,2024-08-11
1544,13,-1,OUT,812,2024-08-01
1545,20,-1,OUT,813,2024-08-22
1546,12,-1,OUT,813,2024-08-22
1547,1,-2,OUT,814,2024-08-27
1548,11,-1,OUT,814,2024-08-27
1549,19,-1,OUT,815,2024-08-28
1550,9,-1,OUT,815,2024-08-28
1551,2,-1,OUT,816,2024-08-13
1552,25,-2,OUT,816,2024-08-13
1553,16,-2,OUT,817,2024-08-18
1554,12,-1,OUT,817,2024-08-18
1555,12,-1,OUT,818,2024-08-06
1556,3,-1,OUT,819,2024-08-22
1557,8,-2,OUT,820,2024-08-25
1558,6,-1,OUT,820,2024-08-25
1559,7,-1,OUT,821,2024-08-20
1560,21,-1,OUT,821,2024-08-20
1561,17,-1,OUT,821,2024-08-20
1562,20,-1,OUT,822,2024-08-15
1563,18,-2,OUT,822,2024-08-15
1564,18,-2,OUT,823,2024-08-16
1565,23,-1,OUT,824,2024-08-18
1566,22,-2,OUT,825,2024-08-26
1567,14,-1,OUT,825,2024-08-26
1568,14,-1,OUT,826,2024-08-01
1569,23,-1,OUT,827,2024-08-04
1570,19,-2,OUT,827,2024-08-04
1571,10,-1,OUT,827,2024-08-04
1572,21,-1,OUT,828,2024-08-04
1573,7,-1,OUT,828,2024-08-04
1574,18,-1,OUT,829,2024-08-17
1575,15,-3,OUT,829,2024-08-17
1576,6,-1,OUT,830,2024-08-17
1577,19,-1,OUT,831,2024-08-11
1578,16,-2,OUT,832,2024-08-19
1579,18,-1,OUT,833,2024-08-19
1580,7,-2,OUT,833,2024-08-19
1581,8,-3,OUT,834,2024-08-11
1582,4,-1,OUT,834,2024-08-11
1583,22,-1,OUT,834,2024-08-11
1584,22,-1,OUT,835,2024-08-06
1585,1,-2,OUT,835,2024-08-06
1586,6,-1,OUT,836,2024-08-20
1587,25,-2,OUT,836,2024-08-20
1588,7,-1,OUT,837,2024-08-24
1589,18,-1,OUT,837,2024-08-24
1590,25,-1,OUT,838,2024-08-06
1591,3,-1,OUT,839,2024-08-19
1592,5,-1,OUT,839,2024-08-19
1593,5,-1,OUT,840,2024-08-14
1594,19,-1,OUT,840,2024-08-14
1595,16,-1,OUT,840,2024-08-14
1596,7,-2,OUT,841,2024-08-05
1597,1,-1,OUT,841,2024-08-05
1598,11,-1,OUT,841,2024-08-05
1599,18,-2,OUT,842,2024-08-13
1600,14,-2,OUT,842,2024-08-13
1601,17,-1,OUT,842,2024-08-13
1602,10,-1,OUT,842,2024-08-13
1603,6,-2,OUT,843,2024-08-05
1604,14,-1,OUT,844,2024-08-25
1605,20,-2,OUT,844,2024-08-25
1606,2,-2,OUT,844,2024-08-25
1607,16,-1,OUT,845,2024-08-22
1608,2,-1,OUT,846,2024-08-22
1609,23,-1,OUT,846,2024-08-22
1610,5,-1,OUT,846,2024-08-22
1611,1,-1,OUT,847,2024-08-20
1612,7,-2,OUT,848,2024-08-23
1613,18,-2,OUT,848,2024-08-23
1614,5,-2,OUT,848,2024-08-23
1615,10,-1,OUT,849,2024-08-04
1616,22,-1,OUT,849,2024-08-04
1617,8,-2,OUT,850,2024-08-08
1618,6,-1,OUT,850,2024-08-08
1619,25,-3,OUT,850,2024-08-08
1620,9,-1,OUT,850,2024-08-08
1621,9,-1,OUT,851,2024-08-12
1622,8,-1,OUT,852,2024-08-19
1623,24,-1,OUT,852,2024-08-19
1624,20,-1,OUT,852,2024-08-19
1625,1,-1,OUT,853,2024-08-04
1626,19,-1,OUT,853,2024-08-04
1627,21,-2,OUT,854,2024-08-11
1628,24,-1,OUT,855,2024-08-13
1629,14,-2,OUT,855,2024-08-13
1630,15,-1,OUT,856,2024-08-13
1631,1,-3,OUT,856,2024-08-13
1632,17,-2,OUT,856,2024-08-13
1633,5,-2,OUT,856,2024-08-13
1634,6,-1,OUT,857,2024-08-13
1635,3,-1,OUT,858,2024-08-10
1636,1,-1,OUT,858,2024-08-10
1637,19,-1,OUT,859,2024-08-04
1638,11,-1,OUT,860,2024-08-09
1639,5,-1,OUT,860,2024-08-09
1640,18,-1,OUT,860,2024-08-09
1641,17,-1,OUT,861,2024-09-06
1642,24,-1,OUT,862,2024-09-04
1643,20,-1,OUT,862,2024-09-04
1644,25,-1,OUT,863,2024-09-08
1645,18,-3,OUT,864,2024-09-16
1646,15,-1,OUT,865,2024-09-01
1647,7,-1,OUT,866,2024-09-20
1648,7,-2,OUT,867,2024-09-25
1649,25,-1,OUT,867,2024-09-25
1650,17,-1,OUT,867,2024-09-25
1651,22,-1,OUT,868,2024-09-08
1652,18,-3,OUT,868,2024-09-08
1653,4,-2,OUT,869,2024-09-18
1654,23,-1,OUT,869,2024-09-18
1655,9,-1,OUT,869,2024-09-18
1656,6,-1,OUT,870,2024-09-25
1657,10,-1,OUT,871,2024-09-11
1658,5,-2,OUT,871,2024-09-11
1659,23,-1,OUT,872,2024-09-18
1660,21,-2,OUT,873,2024-09-28
1661,10,-1,OUT,873,2024-09-28
1662,12,-2,OUT,874,2024-09-04
1663,2,-2,OUT,874,2024-09-04
1664,10,-3,OUT,875,2024-09-27
1665,14,-1,OUT,876,2024-09-25
1666,13,-1,OUT,876,2024-09-25
1667,17,-2,OUT,877,2024-09-03
1668,22,-1,OUT,878,2024-09-13
1669,8,-2,OUT,878,2024-09-13
1670,17,-1,OUT,879,2024-09-21
1671,16,-1,OUT,879,2024-09-21
1672,18,-1,OUT,879,2024-09-21
1673,11,-1,OUT,879,2024-09-21
1674,2,-3,OUT,880,2024-09-15
1675,8,-1,OUT,880,2024-09-15
1676,23,-1,OUT,881,2024-09-12
1677,19,-3,OUT,881,2024-09-12
1678,17,-1,OUT,882,2024-09-20
1679,5,-2,OUT,882,2024-09-20
1680,22,-1,OUT,882,2024-09-20
1681,5,-1,OUT,883,2024-09-20
1682,6,-2,OUT,883,2024-09-20
1683,3,-1,OUT,884,2024-09-06
1684,12,-1,OUT,885,2024-09-06
1685,10,-1,OUT,885,2024-09-06
1686,20,-1,OUT,886,2024-09-09
1687,13,-2,OUT,886,2024-09-09
1688,11,-2,OUT,887,2024-09-24
1689,17,-2,OUT,888,2024-09-06
1690,16,-1,OUT,888,2024-09-06
1691,14,-1,OUT,888,2024-09-06
1692,17,-1,OUT,889,2024-09-16
1693,7,-1,OUT,890,2024-09-04
1694,4,-1,OUT,890,2024-09-04
1695,5,-1,OUT,891,2024-09-15
1696,7,-1,OUT,892,2024-09-04
1697,24,-2,OUT,892,2024-09-04
1698,1,-1,OUT,892,2024-09-04
1699,19,-1,OUT,892,2024-09-04
1700,17,-2,OUT,893,2024-09-07
1701,6,-2,OUT,893,2024-09-07
1702,24,-1,OUT,894,2024-09-28
1703,3,-1,OUT,895,2024-09-27
1704,1,-2,OUT,895,2024-09-27
1705,19,-1,OUT,896,2024-09-11
1706,22,-1,OUT,897,2024-09-22
1707,8,-1,OUT,898,2024-09-21
1708,7,-1,OUT,899,2024-09-05
1709,6,-1,OUT,900,2024-09-26
1710,14,-2,OUT,900,2024-09-26
1711,5,-1,OUT,900,2024-09-26
1712,15,-3,OUT,900,2024-09-26
1713,3,-1,OUT,901,2024-09-20
1714,15,-2,OUT,901,2024-09-20
1715,6,-1,OUT,901,2024-09-20
1716,6,-1,OUT,902,2024-09-12
1717,25,-1,OUT,903,2024-09-04
1718,15,-1,OUT,903,2024-09-04
1719,8,-1,OUT,904,2024-09-04
1720,1,-1,OUT,904,2024-09-04
1721,14,-1,OUT,905,2024-09-06
1722,18,-2,OUT,906,2024-09-05
1723,11,-2,OUT,906,2024-09-05
1724,16,-1,OUT,907,2024-09-02
1725,14,-1,OUT,908,2024-09-16
1726,23,-1,OUT,908,2024-09-16
1727,17,-1,OUT,908,2024-09-16
1728,4,-1,OUT,909,2024-09-11
1729,1,-1,OUT,910,2024-09-02
1730,10,-1,OUT,911,2024-09-01
1731,1,-3,ADJUST,AUDIT-2024,2024-01-31
1732,3,2,ADJUST,AUDIT-2024,2024-01-31
1733,5,3,ADJUST,AUDIT-2024,2024-01-31
1734,13,-3,ADJUST,AUDIT-2024,2024-01-31
1735,17,-1,ADJUST,AUDIT-2024,2024-01-31
1736,24,-3,ADJUST,AUDIT-2024,2024-01-31
1737,25,-2,ADJUST,AUDIT-2024,2024-01-31
