ShipmentID,OrderID,Carrier,TrackingNumber,ShipDate,DeliveryDate,Status,Notes
650,650,Giao Hàng Nhanh,GHN0006506081,2024-03-29,2024-04-03,Delivered,
651,651,Giao Hàng Tiết Kiệm,GHTK0006511948,2024-03-16,2024-03-18,Delivered,
652,652,Giao Hàng Nhanh,GHN0006528428,2024-03-24,2024-03-30,Delivered,
653,653,Giao Hàng Tiết Kiệm,GHTK0006532956,2024-03-22,2024-03-29,Delivered,
654,654,Giao Hàng Nhanh,GHN0006543684,2024-04-18,2024-04-22,Delivered,
655,655,J&T Express,JT0006553735,2024-04-24,2024-04-27,Delivered,
656,656,J&T Express,JT0006562934,2024-04-06,2024-04-10,Delivered,
657,657,J&T Express,JT0006579582,2024-04-05,2024-04-09,Delivered,
658,658,VNPost,VNP0006582262,2024-04-20,2024-04-25,Delivered,
659,659,Giao Hàng Nhanh,GHN0006599185,2024-04-23,2024-04-26,Delivered,
660,660,J&T Express,JT0006602685,2024-04-24,2024-05-01,Delivered,
661,661,Giao Hàng Tiết Kiệm,GHTK0006619336,2024-04-09,2024-04-11,Delivered,
662,662,Giao Hàng Nhanh,GHN0006625006,2024-04-11,2024-04-16,Delivered,
663,663,Giao Hàng Tiết Kiệm,GHTK0006633932,2024-04-26,2024-05-02,Delivered,
664,664,Viettel Post,VTP0006644678,2024-04-26,2024-04-29,Delivered,
665,665,J&T Express,JT0006655444,2024-04-28,2024-05-04,Delivered,
666,666,VNPost,VNP0006661862,2024-04-03,2024-04-06,Delivered,
667,667,Giao Hàng Nhanh,GHN0006677568,2024-04-24,2024-04-29,Delivered,
668,668,J&T Express,JT0006686362,2024-04-23,2024-04-29,Delivered,
669,669,J&T Express,JT0006694287,2024-04-22,2024-04-28,Delivered,
670,670,VNPost,VNP0006704974,2024-04-29,2024-05-03,Delivered,
671,671,Viettel Post,VTP0006714201,2024-04-06,2024-04-12,Delivered,
672,672,Giao Hàng Tiết Kiệm,GHTK0006723466,2024-04-06,2024-04-11,Delivered,
673,673,VNPost,VNP0006736675,2024-05-01,2024-05-08,Delivered,
674,674,J&T Express,JT0006741023,2024-04-17,2024-04-22,Delivered,
675,675,J&T Express,JT0006752703,2024-04-09,2024-04-15,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
676,676,Viettel Post,VTP0006761981,2024-04-12,2024-04-19,Delivered,
677,677,Giao Hàng Nhanh,GHN0006774792,2024-04-20,2024-04-25,Delivered,
678,678,J&T Express,JT0006788511,2024-05-01,2024-05-03,Delivered,
679,679,VNPost,VNP0006793187,2024-05-01,2024-05-06,Delivered,
680,680,VNPost,VNP0006802020,2024-04-18,2024-04-25,Failed,"Khách hàng vắng nhà, không liên lạc được"
681,681,J&T Express,JT0006815276,2024-04-19,2024-04-24,Delivered,
682,682,J&T Express,JT0006826211,2024-04-30,2024-05-04,Delivered,
683,683,Giao Hàng Tiết Kiệm,GHTK0006833230,2024-04-12,2024-04-14,Delivered,
684,684,Giao Hàng Tiết Kiệm,GHTK0006848365,2024-04-29,2024-05-03,Delivered,
685,685,VNPost,VNP0006856870,2024-04-17,2024-04-22,Delivered,
686,686,J&T Express,JT0006862964,2024-04-02,2024-04-05,Delivered,
687,687,J&T Express,JT0006871660,2024-04-04,2024-04-08,Delivered,
688,688,Giao Hàng Tiết Kiệm,GHTK0006886828,2024-04-20,2024-04-26,Delivered,
689,689,J&T Express,JT0006895262,2024-04-11,2024-04-13,Failed,Địa chỉ không tồn tại
690,690,VNPost,VNP0006905093,2024-04-12,2024-04-17,Delivered,
691,691,Giao Hàng Tiết Kiệm,GHTK0006912989,2024-04-21,2024-04-23,Delivered,
692,692,Giao Hàng Tiết Kiệm,GHTK0006923141,2024-04-05,2024-04-10,Delivered,
693,693,Giao Hàng Nhanh,GHN0006935240,2024-05-29,2024-05-31,Returned,"Hàng lỗi, khách yêu cầu trả lại"
694,694,Viettel Post,VTP0006943110,2024-05-06,2024-05-10,Delivered,
695,695,Viettel Post,VTP0006951829,2024-05-29,2024-06-04,Delivered,
696,696,Viettel Post,VTP0006969128,2024-05-24,2024-05-29,Delivered,
697,697,Giao Hàng Tiết Kiệm,GHTK0006976799,2024-05-22,2024-05-25,Delivered,
698,698,Viettel Post,VTP0006983435,2024-05-17,2024-05-23,Delivered,
699,699,Giao Hàng Tiết Kiệm,GHTK0006995835,2024-05-26,2024-05-31,Delivered,
700,700,Viettel Post,VTP0007001999,2024-05-27,2024-05-31,Delivered,
701,701,Viettel Post,VTP0007014267,2024-05-24,2024-05-30,Delivered,
702,702,VNPost,VNP0007021319,2024-05-12,2024-05-19,Delivered,
703,703,VNPost,VNP0007038940,2024-05-04,2024-05-10,Delivered,
704,704,Viettel Post,VTP0007045430,2024-05-11,2024-05-13,Delivered,
705,705,Giao Hàng Tiết Kiệm,GHTK0007051480,2024-05-13,2024-05-15,Delivered,
706,706,Viettel Post,VTP0007069674,2024-05-20,2024-05-26,Returned,"Hàng lỗi, khách yêu cầu trả lại"
707,707,Giao Hàng Nhanh,GHN0007075060,2024-05-13,2024-05-16,Delivered,
708,708,Giao Hàng Nhanh,GHN0007084594,2024-05-22,2024-05-27,Delivered,
709,709,Giao Hàng Tiết Kiệm,GHTK0007093885,2024-05-11,2024-05-17,Delivered,
710,710,J&T Express,JT0007101462,2024-05-16,2024-05-23,Delivered,
711,711,VNPost,VNP0007113328,2024-05-10,2024-05-13,Delivered,
712,712,Viettel Post,VTP0007129882,2024-05-10,2024-05-13,Delivered,
713,713,Giao Hàng Nhanh,GHN0007131920,2024-05-23,2024-05-29,Delivered,
714,714,VNPost,VNP0007148831,2024-05-14,2024-05-18,Delivered,
715,715,Giao Hàng Tiết Kiệm,GHTK0007153137,2024-05-13,2024-05-20,Delivered,
716,716,J&T Express,JT0007161975,2024-05-20,2024-05-23,Delivered,
717,717,Giao Hàng Tiết Kiệm,GHTK0007172817,2024-05-21,2024-05-25,Failed,Khách hàng từ chối nhận hàng
718,718,Viettel Post,VTP0007182655,2024-05-06,2024-05-10,Delivered,
719,719,Giao Hàng Tiết Kiệm,GHTK0007198157,2024-05-06,2024-05-11,Delivered,
720,720,Giao Hàng Tiết Kiệm,GHTK0007206846,2024-05-06,2024-05-13,Delivered,
721,721,Giao Hàng Tiết Kiệm,GHTK0007217199,2024-05-19,2024-05-26,Delivered,
722,722,Giao Hàng Tiết Kiệm,GHTK0007223911,2024-05-08,2024-05-10,Delivered,
723,723,VNPost,VNP0007237415,2024-05-10,2024-05-12,Delivered,
724,724,J&T Express,JT0007244619,2024-05-30,2024-06-05,Delivered,
725,725,Viettel Post,VTP0007253304,2024-05-15,2024-05-22,Delivered,
726,726,J&T Express,JT0007266234,2024-05-12,2024-05-19,Delivered,
727,727,Giao Hàng Nhanh,GHN0007276500,2024-05-10,2024-05-12,Delivered,
728,728,Giao Hàng Tiết Kiệm,GHTK0007282110,2024-05-13,2024-05-17,Delivered,
729,729,Giao Hàng Nhanh,GHN0007291788,2024-06-20,2024-06-25,Delivered,
730,730,Giao Hàng Tiết Kiệm,GHTK0007307783,2024-06-14,2024-06-19,Delivered,
731,731,Viettel Post,VTP0007312661,2024-06-09,2024-06-15,Delivered,
732,732,Giao Hàng Tiết Kiệm,GHTK0007323664,2024-06-23,2024-06-25,Delivered,
733,733,Giao Hàng Nhanh,GHN0007335831,2024-06-16,2024-06-20,Delivered,
734,734,Giao Hàng Nhanh,GHN0007342215,2024-06-03,2024-06-06,Delivered,
735,735,Giao Hàng Tiết Kiệm,GHTK0007352228,2024-06-20,2024-06-22,Delivered,
736,736,VNPost,VNP0007368909,2024-06-13,2024-06-15,Delivered,
737,737,Giao Hàng Tiết Kiệm,GHTK0007378113,2024-06-19,2024-06-21,Delivered,
738,738,Giao Hàng Tiết Kiệm,GHTK0007384112,2024-06-10,2024-06-17,Delivered,
739,739,VNPost,VNP0007395346,2024-06-16,2024-06-20,Delivered,
740,740,Giao Hàng Nhanh,GHN0007401813,2024-06-24,2024-06-30,Delivered,
741,741,Viettel Post,VTP0007413516,2024-06-29,2024-07-03,Delivered,
742,742,Giao Hàng Nhanh,GHN0007425825,2024-06-19,2024-06-26,Delivered,
743,743,Giao Hàng Tiết Kiệm,GHTK0007432589,2024-06-28,2024-07-01,Delivered,
744,744,J&T Express,JT0007442342,2024-06-16,2024-06-18,Delivered,
745,745,Viettel Post,VTP0007458715,2024-06-24,2024-07-01,Delivered,
746,746,VNPost,VNP0007467349,2024-06-02,2024-06-06,Delivered,
747,747,J&T Express,JT0007474056,2024-06-27,2024-06-29,Delivered,
748,748,Viettel Post,VTP0007485315,2024-06-27,2024-07-01,Delivered,
749,749,Giao Hàng Tiết Kiệm,GHTK0007492584,2024-06-17,2024-06-24,Delivered,
750,750,VNPost,VNP0007507782,2024-07-01,2024-07-04,Delivered,
751,751,Viettel Post,VTP0007519561,2024-06-11,2024-06-17,Delivered,
752,752,Viettel Post,VTP0007524860,2024-06-18,2024-06-22,Delivered,
753,753,Giao Hàng Nhanh,GHN0007539226,2024-06-14,2024-06-20,Delivered,
754,754,VNPost,VNP0007543415,2024-06-17,2024-06-22,Delivered,
755,755,Giao Hàng Tiết Kiệm,GHTK0007554471,2024-06-08,2024-06-11,Delivered,
756,756,Giao Hàng Nhanh,GHN0007568133,2024-06-11,2024-06-18,Delivered,
757,757,VNPost,VNP0007575225,2024-06-22,2024-06-29,Delivered,
758,758,Giao Hàng Nhanh,GHN0007582425,2024-06-03,2024-06-09,Delivered,
759,759,J&T Express,JT0007595525,2024-06-28,2024-07-03,Delivered,
760,760,Giao Hàng Nhanh,GHN0007609561,2024-06-06,2024-06-08,Delivered,
761,761,Giao Hàng Tiết Kiệm,GHTK0007612641,2024-06-27,2024-07-03,Delivered,
762,762,J&T Express,JT0007629775,2024-06-28,2024-07-03,Delivered,
763,763,Viettel Post,VTP0007638750,2024-06-05,2024-06-08,Delivered,
764,764,Giao Hàng Tiết Kiệm,GHTK0007647581,2024-06-12,2024-06-17,Delivered,
765,765,J&T Express,JT0007654892,2024-06-28,2024-07-05,Delivered,
766,766,J&T Express,JT0007667102,2024-06-02,2024-06-06,Delivered,
767,767,J&T Express,JT0007676094,2024-06-20,2024-06-25,Delivered,
768,768,Giao Hàng Nhanh,GHN0007684734,2024-06-28,2024-07-02,Failed,Địa chỉ không tồn tại
769,769,J&T Express,JT0007695414,2024-06-14,2024-06-19,Delivered,
770,770,Giao Hàng Nhanh,GHN0007704079,2024-06-22,2024-06-25,Delivered,
771,771,Viettel Post,VTP0007718937,2024-06-19,2024-06-23,Delivered,
772,772,VNPost,VNP0007723604,2024-06-24,2024-06-28,Delivered,
773,773,Viettel Post,VTP0007733222,2024-07-05,2024-07-11,Delivered,
774,774,Giao Hàng Tiết Kiệm,GHTK0007744288,2024-07-24,2024-07-27,Delivered,
775,775,Giao Hàng Nhanh,GHN0007756904,2024-07-31,2024-08-03,Delivered,
776,776,Viettel Post,VTP0007769275,2024-07-28,2024-08-04,Delivered,
777,777,Giao Hàng Nhanh,GHN0007774963,2024-07-08,2024-07-13,Delivered,
778,778,Giao Hàng Tiết Kiệm,GHTK0007788775,2024-07-14,2024-07-20,Delivered,
779,779,Giao Hàng Tiết Kiệm,GHTK0007795237,2024-07-07,2024-07-14,Delivered,
780,780,Giao Hàng Nhanh,GHN0007807333,2024-07-13,2024-07-16,Delivered,
781,781,Giao Hàng Tiết Kiệm,GHTK0007814626,2024-07-29,2024-08-01,Delivered,
782,782,J&T Express,JT0007827709,2024-07-30,2024-08-01,Delivered,
783,783,Giao Hàng Nhanh,GHN0007838767,2024-07-03,2024-07-10,Delivered,
784,784,Giao Hàng Nhanh,GHN0007844666,2024-07-21,2024-07-27,Delivered,
785,785,J&T Express,JT0007855511,2024-07-20,2024-07-25,Delivered,
786,786,Viettel Post,VTP0007865128,2024-07-11,2024-07-16,Delivered,
787,787,VNPost,VNP0007877506,2024-07-15,2024-07-17,Delivered,
788,788,J&T Express,JT0007885631,2024-07-17,2024-07-24,Delivered,
789,789,Giao Hàng Nhanh,GHN0007896509,2024-07-15,2024-07-22,Delivered,
790,790,J&T Express,JT0007905278,2024-07-21,2024-07-28,Failed,Quá thời gian giao hàng quy định
791,791,J&T Express,JT0007914086,2024-07-10,2024-07-16,Delivered,
792,792,Giao Hàng Nhanh,GHN0007927620,2024-07-29,2024-08-02,Delivered,
793,793,Giao Hàng Nhanh,GHN0007939148,2024-07-19,2024-07-23,Delivered,
794,794,Viettel Post,VTP0007947361,2024-07-16,2024-07-18,Delivered,
795,795,VNPost,VNP0007954111,2024-07-08,2024-07-15,Delivered,
796,796,VNPost,VNP0007968794,2024-07-04,2024-07-08,Delivered,
797,797,Giao Hàng Tiết Kiệm,GHTK0007973967,2024-07-20,2024-07-22,Delivered,
798,798,J&T Express,JT0007983999,2024-07-30,2024-08-03,Delivered,
799,799,Giao Hàng Tiết Kiệm,GHTK0007996820,2024-07-29,2024-08-05,Delivered,
800,800,Viettel Post,VTP0008006428,2024-07-04,2024-07-08,Delivered,
801,801,Viettel Post,VTP0008012929,2024-07-18,2024-07-20,Delivered,
802,802,VNPost,VNP0008022166,2024-07-28,2024-07-31,Delivered,
803,803,Viettel Post,VTP0008039680,2024-07-20,2024-07-25,Delivered,
804,804,Giao Hàng Tiết Kiệm,GHTK0008043250,2024-07-19,2024-07-23,Delivered,
805,805,VNPost,VNP0008058496,2024-07-22,2024-07-26,Delivered,
806,806,Giao Hàng Tiết Kiệm,GHTK0008062324,2024-07-10,2024-07-14,Delivered,
807,807,Giao Hàng Tiết Kiệm,GHTK0008076134,2024-07-20,2024-07-22,Delivered,
808,808,J&T Express,JT0008084430,2024-07-10,2024-07-16,Delivered,
809,809,Viettel Post,VTP0008092442,2024-07-05,2024-07-11,Delivered,
810,810,Viettel Post,VTP0008107609,2024-07-07,2024-07-12,Delivered,
811,811,Giao Hàng Nhanh,GHN0008119745,2024-08-12,2024-08-19,Delivered,
812,812,Giao Hàng Nhanh,GHN0008126279,2024-08-04,2024-08-07,Delivered,
813,813,Giao Hàng Nhanh,GHN0008135076,2024-08-23,,In Transit,Hàng đang ở bưu cục địa phương
814,814,Giao Hàng Tiết Kiệm,GHTK0008142682,2024-08-29,2024-09-04,Delivered,
815,815,Giao Hàng Tiết Kiệm,GHTK0008152069,2024-08-29,2024-09-02,Failed,Địa chỉ không tồn tại
816,816,VNPost,VNP0008169587,2024-08-15,,In Transit,"Đang trên đường giao, chờ xác nhận"
817,817,J&T Express,JT0008179031,2024-08-20,2024-08-23,Delivered,
818,818,Viettel Post,VTP0008181313,2024-08-07,2024-08-10,Delivered,
819,819,Giao Hàng Tiết Kiệm,GHTK0008194460,2024-08-25,2024-08-27,Delivered,
820,820,Giao Hàng Tiết Kiệm,GHTK0008203017,2024-08-27,2024-09-03,Delivered,
821,821,Giao Hàng Nhanh,GHN0008217147,2024-08-23,,In Transit,"Đang vận chuyển, dự kiến giao trong 1-2 ngày"
822,822,VNPost,VNP0008221785,2024-08-18,2024-08-20,Delivered,
823,823,Giao Hàng Nhanh,GHN0008231790,2024-08-19,2024-08-21,Delivered,
824,824,Viettel Post,VTP0008243024,2024-08-21,2024-08-25,Delivered,
825,825,Giao Hàng Tiết Kiệm,GHTK0008254366,2024-08-29,2024-09-05,Delivered,
826,826,J&T Express,JT0008267895,2024-08-04,2024-08-06,Delivered,
827,827,J&T Express,JT0008273247,2024-08-06,2024-08-08,Delivered,
828,828,VNPost,VNP0008282928,2024-08-06,,In Transit,Đang vận chuyển liên tỉnh
829,829,Giao Hàng Tiết Kiệm,GHTK0008294272,2024-08-19,2024-08-25,Returned,"Giao sai sản phẩm, hoàn trả về kho"
830,830,Viettel Post,VTP0008305839,2024-08-18,2024-08-20,Delivered,
831,831,Giao Hàng Tiết Kiệm,GHTK0008318875,2024-08-13,2024-08-16,Delivered,
832,832,Giao Hàng Nhanh,GHN0008322809,2024-08-22,2024-08-29,Delivered,
833,833,Giao Hàng Nhanh,GHN0008339383,2024-08-20,2024-08-27,Delivered,
834,834,J&T Express,JT0008344787,2024-08-13,2024-08-17,Delivered,
835,835,Giao Hàng Nhanh,GHN0008352635,2024-08-07,,In Transit,Hàng đang ở bưu cục địa phương
836,836,J&T Express,JT0008367979,2024-08-23,2024-08-25,Delivered,
837,837,Giao Hàng Nhanh,GHN0008371158,2024-08-25,2024-09-01,Delivered,
838,838,J&T Express,JT0008386857,2024-08-08,2024-08-14,Delivered,
839,839,Giao Hàng Nhanh,GHN0008397105,2024-08-21,2024-08-24,Delivered,
840,840,Viettel Post,VTP0008408479,2024-08-16,2024-08-21,Delivered,
841,841,Viettel Post,VTP0008417909,2024-08-08,2024-08-11,Delivered,
842,842,Giao Hàng Nhanh,GHN0008423611,2024-08-14,2024-08-19,Failed,Địa chỉ không tồn tại
843,843,VNPost,VNP0008438178,2024-08-06,2024-08-12,Delivered,
844,844,J&T Express,JT0008441472,2024-08-28,2024-09-04,Returned,"Hàng lỗi, khách yêu cầu trả lại"
845,845,Viettel Post,VTP0008458997,2024-08-23,2024-08-28,Delivered,
846,846,Giao Hàng Nhanh,GHN0008465286,2024-08-25,2024-08-29,Delivered,
847,847,VNPost,VNP0008474669,2024-08-23,2024-08-27,Delivered,
848,848,VNPost,VNP0008482560,2024-08-25,2024-09-01,Delivered,
849,849,Viettel Post,VTP0008496664,2024-08-07,2024-08-14,Delivered,
850,850,Giao Hàng Tiết Kiệm,GHTK0008501894,2024-08-09,2024-08-16,Failed,Hàng bị hư hỏng trong quá trình vận chuyển
851,851,Viettel Post,VTP0008519123,2024-08-13,,In Transit,Hàng đang ở bưu cục địa phương
852,852,Giao Hàng Tiết Kiệm,GHTK0008526421,2024-08-21,2024-08-23,Delivered,
853,853,VNPost,VNP0008537203,2024-08-06,2024-08-09,Delivered,
854,854,Viettel Post,VTP0008548341,2024-08-12,2024-08-17,Delivered,
855,855,Giao Hàng Nhanh,GHN0008559148,2024-08-16,2024-08-23,Delivered,
856,856,Viettel Post,VTP0008567755,2024-08-14,2024-08-20,Delivered,
857,857,Giao Hàng Nhanh,GHN0008575990,2024-08-16,2024-08-22,Delivered,
858,858,Viettel Post,VTP0008586584,2024-08-12,,In Transit,Đang vận chuyển liên tỉnh
859,859,J&T Express,JT0008598751,2024-08-07,2024-08-14,Delivered,
860,860,Viettel Post,VTP0008602868,2024-08-10,2024-08-17,Delivered,
861,861,J&T Express,JT0008616818,2024-09-09,,In Transit,Hàng đang ở bưu cục địa phương
862,862,Giao Hàng Nhanh,GHN0008621750,2024-09-05,2024-09-10,Delivered,
863,863,Viettel Post,VTP0008632752,2024-09-10,2024-09-16,Delivered,
864,864,Giao Hàng Nhanh,GHN0008647437,2024-09-17,,Pending,Chờ shipper lấy hàng
865,865,J&T Express,JT0008652765,2024-09-03,2024-09-05,Failed,Quá thời gian giao hàng quy định
866,866,VNPost,VNP0008663018,2024-09-22,,In Transit,"Đang trên đường giao, chờ xác nhận"
867,867,Viettel Post,VTP0008671071,2024-09-28,2024-10-05,Delivered,
868,868,Viettel Post,VTP0008688912,2024-09-11,,In Transit,"Đang trên đường giao, chờ xác nhận"
869,869,Giao Hàng Tiết Kiệm,GHTK0008692696,2024-09-20,,In Transit,Hàng đang ở bưu cục địa phương
870,870,VNPost,VNP0008707302,2024-09-27,2024-10-03,Failed,"Khách hàng vắng nhà, không liên lạc được"
871,871,J&T Express,JT0008717518,2024-09-13,,In Transit,"Đang trên đường giao, chờ xác nhận"
872,872,Giao Hàng Tiết Kiệm,GHTK0008727762,2024-09-21,,Pending,Chờ xếp lịch giao hàng
873,873,J&T Express,JT0008739975,2024-09-30,,In Transit,"Đang trên đường giao, chờ xác nhận"
874,874,Giao Hàng Tiết Kiệm,GHTK0008744435,2024-09-07,2024-09-14,Delivered,
875,875,J&T Express,JT0008753173,2024-09-30,2024-10-07,Failed,"Khách hàng vắng nhà, không liên lạc được"
876,876,VNPost,VNP0008769888,2024-09-28,2024-10-05,Delivered,
877,877,Giao Hàng Nhanh,GHN0008776771,2024-09-06,,In Transit,Đang vận chuyển liên tỉnh
878,878,VNPost,VNP0008785684,2024-09-15,,In Transit,"Đang vận chuyển, dự kiến giao trong 1-2 ngày"
879,879,Viettel Post,VTP0008793381,2024-09-22,2024-09-29,Delivered,
880,880,J&T Express,JT0008803636,2024-09-17,2024-09-24,Delivered,
881,881,Giao Hàng Nhanh,GHN0008815835,2024-09-13,2024-09-19,Delivered,
882,882,Viettel Post,VTP0008822679,2024-09-23,,In Transit,"Đang trên đường giao, chờ xác nhận"
883,883,VNPost,VNP0008837371,2024-09-21,,Pending,Chờ xếp lịch giao hàng
884,884,J&T Express,JT0008841769,2024-09-08,,In Transit,Hàng đang ở bưu cục địa phương
885,885,VNPost,VNP0008851881,2024-09-07,2024-09-14,Delivered,
886,886,VNPost,VNP0008868259,2024-09-10,,In Transit,Hàng đang ở bưu cục địa phương
887,887,VNPost,VNP0008879955,2024-09-27,2024-10-03,Delivered,
888,888,Giao Hàng Tiết Kiệm,GHTK0008885819,2024-09-08,2024-09-11,Failed,Sai địa chỉ giao hàng
889,889,Giao Hàng Tiết Kiệm,GHTK0008893847,2024-09-19,2024-09-25,Delivered,
890,890,Giao Hàng Nhanh,GHN0008908020,2024-09-06,2024-09-12,Delivered,
891,891,Giao Hàng Tiết Kiệm,GHTK0008915178,2024-09-16,,In Transit,"Đang trên đường giao, chờ xác nhận"
892,892,Giao Hàng Nhanh,GHN0008923518,2024-09-06,2024-09-12,Delivered,
893,893,VNPost,VNP0008935934,2024-09-09,,In Transit,"Đang vận chuyển, dự kiến giao trong 1-2 ngày"
894,894,J&T Express,JT0008949608,2024-09-29,,In Transit,"Đang trên đường giao, chờ xác nhận"
895,895,Viettel Post,VTP0008959897,2024-09-30,2024-10-05,Delivered,
896,896,Giao Hàng Tiết Kiệm,GHTK0008964495,2024-09-14,2024-09-18,Delivered,
897,897,J&T Express,JT0008974579,2024-09-25,,In Transit,"Đang vận chuyển, dự kiến giao trong 1-2 ngày"
898,898,Giao Hàng Nhanh,GHN0008986668,2024-09-23,2024-09-26,Failed,Hàng bị hư hỏng trong quá trình vận chuyển
899,899,VNPost,VNP0008994994,2024-09-06,,Pending,"Đã tạo vận đơn, chờ bàn giao cho đơn vị vận chuyển"
900,900,Giao Hàng Nhanh,GHN0009007322,2024-09-28,,In Transit,"Đang vận chuyển, dự kiến giao trong 1-2 ngày"
901,901,VNPost,VNP0009017143,2024-09-23,,In Transit,"Đang vận chuyển, dự kiến giao trong 1-2 ngày"
902,902,J&T Express,JT0009024154,2024-09-14,2024-09-20,Delivered,
903,903,Giao Hàng Nhanh,GHN0009033742,2024-09-07,2024-09-13,Delivered,
904,904,Giao Hàng Nhanh,GHN0009044453,2024-09-07,,Pending,Chờ xếp lịch giao hàng
905,905,Viettel Post,VTP0009052702,2024-09-07,,Pending,Chờ xếp lịch giao hàng
906,906,Viettel Post,VTP0009062181,2024-09-08,2024-09-15,Delivered,
907,907,Viettel Post,VTP0009076434,2024-09-03,2024-09-05,Delivered,
908,908,Giao Hàng Tiết Kiệm,GHTK0009085127,2024-09-19,,In Transit,"Đang trên đường giao, chờ xác nhận"
909,909,J&T Express,JT0009097678,2024-09-13,,In Transit,Đang vận chuyển liên tỉnh
910,910,J&T Express,JT0009101276,2024-09-04,2024-09-11,Delivered,
911,911,Giao Hàng Nhanh,GHN0009112036,2024-09-04,2024-09-10,Delivered,
