MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status
M05919,Type_19,85.49,0.9,211.0,10.59,2.011,397.5,0
M05920,Type_08,84.9,0.88,218.0,12.47,2.447,139.9,0
M05921,Type_18,64.79,1.68,224.0,11.69,2.357,996.1,0
M05922,Type_19,40.68,1.17,216.9,17.18,3.354,954.6,0
M05923,Type_12,68.99,0.59,216.3,13.21,2.572,123.3,0
M05924,Type_01,69.9,0.36,212.7,18.61,3.563,954.5,0
M05925,Type_19,53.66,3.06,221.0,12.45,2.476,883.2,0
M05926,Type_17,59.55,2.61,221.8,15.5,3.094,693.3,0
M05927,Type_05,60.87,4.08,219.9,17.28,3.42,305.9,0
M05928,Type_04,66.68,3.55,217.0,19.14,3.738,364.4,0
M05929,Type_05,77.55,1.24,217.3,12.52,2.449,537.8,0
M05930,Type_06,66.02,1.75,218.8,15.35,3.023,515.9,0
M05931,Type_16,69.42,1.53,218.5,16.55,3.255,256.6,0
M05932,Type_04,66.47,0.4,227.9,14.75,3.025,859.3,0
M05933,Type_13,72.34,3.05,211.1,7.02,1.334,774.5,1
M05934,Type_04,59.68,0.72,212.5,14.35,2.744,325.5,0
M05935,Type_01,68.21,2.28,216.2,16.12,3.137,984.0,0
M05936,Type_10,59.56,3.61,218.1,18.63,3.657,170.3,0
M05937,Type_21,62.81,4.82,220.5,14.56,2.889,864.1,0
M05938,Type_04,34.73,0.1,223.6,21.26,4.278,284.9,0
M05939,Type_10,65.25,0.1,221.9,13.92,2.78,245.3,0
M05940,Type_03,64.2,1.55,230.8,17.69,3.675,349.7,0
M05941,Type_02,68.32,1.32,212.1,13.31,2.541,622.8,0
M05942,Type_20,50.48,1.25,224.2,13.61,2.746,338.8,0
M05943,Type_09,51.33,2.01,224.9,19.08,3.862,848.7,0
M05944,Type_08,62.17,0.54,229.3,9.17,1.892,278.4,1
M05945,Type_07,64.01,2.82,222.5,13.62,2.727,113.4,0
M05946,Type_20,59.53,2.64,217.8,14.41,2.825,892.9,0
M05947,Type_21,82.56,2.57,218.1,14.14,2.776,977.8,0
M05948,Type_08,65.66,1.17,219.7,14.11,2.79,983.8,0
M05949,Type_19,61.68,2.69,214.4,17.74,3.423,222.1,0
M05950,Type_08,70.22,1.32,216.8,13.93,2.718,591.0,0
M05951,Type_17,59.29,2.32,221.7,18.02,3.596,361.8,0
M05952,Type_21,59.83,2.72,222.0,12.29,2.456,841.5,0
M05953,Type_10,88.2,1.34,221.2,17.68,3.52,64.3,0
M05954,Type_21,78.34,2.09,220.6,12.78,2.537,221.5,0
M05955,Type_19,69.45,1.95,220.5,15.76,3.128,160.7,0
M05956,Type_11,66.96,1.83,229.6,12.0,2.48,386.4,0
M05957,Type_23,59.82,3.32,221.4,15.8,3.148,144.8,0
M05958,Type_18,68.34,1.5,212.0,13.91,2.654,440.2,0
M05959,Type_15,60.75,0.76,219.1,12.06,2.378,188.2,0
M05960,Type_22,69.48,1.68,219.4,14.84,2.93,886.8,0
M05961,Type_10,70.96,2.82,219.7,12.0,2.373,170.7,0
M05962,Type_01,70.18,1.58,227.5,12.09,2.475,776.1,0
M05963,Type_24,69.93,2.32,212.2,17.42,3.327,740.2,0
M05964,Type_01,85.02,1.24,216.1,13.52,2.63,525.2,0
M05965,Type_25,74.25,1.25,224.1,15.77,3.181,437.4,0
M05966,Type_05,60.41,1.11,210.9,20.02,3.8,279.9,0
M05967,Type_03,76.06,2.15,220.3,13.38,2.653,400.9,0
M05968,Type_08,74.18,1.35,219.4,16.06,3.171,408.3,0
M05969,Type_03,61.87,2.17,223.4,13.18,2.65,856.3,0
M05970,Type_03,65.75,2.23,220.7,14.01,2.783,302.3,0
M05971,Type_19,61.3,1.36,215.9,55.4,10.765,791.0,1
M05972,Type_22,59.18,1.77,220.0,18.85,3.732,364.4,0
M05973,Type_02,48.23,3.87,214.8,15.19,2.937,545.9,0
M05974,Type_12,74.71,1.23,222.4,12.7,2.542,784.5,0
M05975,Type_16,77.25,1.31,220.6,15.7,3.117,901.6,0
M05976,Type_20,78.53,2.21,217.5,16.1,3.152,959.6,0
M05977,Type_25,48.93,1.52,224.1,12.67,2.555,346.4,0
M05978,Type_10,63.34,1.22,221.2,14.94,2.974,274.6,0
M05979,Type_09,64.12,1.67,219.5,16.91,3.341,837.6,0
M05980,Type_19,85.24,1.82,213.1,13.08,2.509,455.2,0
M05981,Type_06,69.67,2.8,208.0,3.74,0.7,270.0,1
M05982,Type_07,48.99,3.31,219.4,10.18,2.01,543.9,0
M05983,Type_15,46.53,2.85,200.0,9.5,1.71,970.8,1
M05984,Type_03,61.51,2.19,217.5,11.98,2.345,443.2,0
M05985,Type_16,63.44,1.89,216.4,19.51,3.8,799.0,0
M05986,Type_09,64.85,2.96,220.3,20.13,3.991,292.7,0
M05987,Type_07,74.77,0.92,219.9,15.44,3.056,191.7,0
M05988,Type_09,84.2,2.8,219.2,19.21,3.79,812.9,0
M05989,Type_22,68.75,2.61,224.3,13.98,2.822,149.3,0
M05990,Type_15,42.03,2.71,218.1,12.72,2.497,642.4,0
M05991,Type_10,67.11,0.53,228.2,19.53,4.011,823.5,0
M05992,Type_04,63.76,0.1,218.4,13.51,2.656,164.0,0
M05993,Type_18,64.38,1.19,220.8,17.01,3.38,622.9,0
M05994,Type_17,58.1,2.88,224.5,14.7,2.97,107.3,0
M05995,Type_07,66.9,1.99,211.5,14.04,2.673,259.0,0
M05996,Type_13,75.14,0.95,230.5,17.15,3.558,160.8,0
M05997,Type_01,84.68,1.23,223.8,17.96,3.618,929.5,0
M05998,Type_01,47.64,0.24,218.9,11.19,2.205,567.3,0
M05999,Type_16,85.55,2.13,216.3,6.43,1.252,967.9,1
M06000,Type_23,48.99,3.08,223.4,15.0,3.016,270.9,0
M06001,Type_13,65.75,2.21,212.9,19.04,3.648,382.7,0
M06002,Type_04,62.76,0.56,221.6,16.29,3.249,640.0,0
M06003,Type_16,60.92,2.19,215.0,13.46,2.605,153.3,0
M06004,Type_16,55.65,0.82,221.1,19.93,3.966,818.3,0
M06005,Type_06,63.16,1.71,221.6,12.54,2.501,575.4,0
M06006,Type_10,64.08,1.2,228.3,13.59,2.792,760.8,0
M06007,Type_19,99.67,1.01,220.9,19.01,3.779,633.5,1
M06008,Type_25,65.53,0.1,224.9,15.08,3.052,725.7,0
M06009,Type_17,55.68,1.53,227.3,15.95,3.263,270.3,0
M06010,Type_05,68.78,2.16,219.4,14.98,2.958,589.5,0
M06011,Type_19,66.01,3.74,224.9,12.35,2.5,84.8,0
M06012,Type_06,47.2,2.27,225.3,19.52,3.958,376.7,0
M06013,Type_03,59.44,2.0,212.5,16.91,3.234,946.2,0
M06014,Type_14,51.59,2.1,227.3,15.22,3.114,74.0,0
M06015,Type_07,67.94,1.5,232.6,11.01,2.305,666.0,1
M06016,Type_05,78.1,0.98,210.4,15.71,2.975,167.5,0
M06017,Type_01,73.71,1.37,219.6,12.74,2.518,387.9,0
M06018,Type_23,74.03,2.11,215.7,11.71,2.273,611.7,0
M06019,Type_16,74.2,1.35,217.7,15.87,3.109,856.0,0
M06020,Type_12,69.57,2.21,220.2,16.96,3.361,159.1,0
M06021,Type_07,60.76,3.38,217.5,13.33,2.609,802.8,0
M06022,Type_17,82.84,2.8,215.4,10.06,1.95,814.4,0
M06023,Type_13,47.14,2.27,217.9,10.26,2.012,228.5,0
M06024,Type_09,58.51,1.66,220.2,18.07,3.581,842.7,0
M06025,Type_18,71.85,2.34,221.7,9.3,1.856,688.0,1
M06026,Type_06,59.82,1.18,217.1,20.32,3.97,807.1,0
M06027,Type_18,67.53,2.11,216.1,13.15,2.558,103.3,0
M06028,Type_09,62.12,2.62,231.2,5.54,1.153,369.8,1
M06029,Type_14,61.35,1.31,220.8,13.46,2.675,765.4,0
M06030,Type_23,67.83,2.97,224.7,15.17,3.068,946.2,0
M06031,Type_02,62.72,1.75,224.4,17.7,3.575,950.5,0
M06032,Type_12,79.88,3.13,219.0,10.88,2.144,486.3,0
M06033,Type_15,61.16,0.81,227.2,8.6,1.759,530.2,0
M06034,Type_22,71.32,3.23,216.7,13.47,2.627,104.6,0
M06035,Type_24,78.36,2.26,232.0,10.1,2.109,650.9,1
M06036,Type_22,61.49,3.15,226.3,15.27,3.11,880.1,0
M06037,Type_22,65.71,1.46,222.7,14.96,2.998,354.9,0
M06038,Type_09,58.77,1.93,224.7,19.45,3.933,469.8,0
M06039,Type_15,62.58,1.66,226.3,15.08,3.071,630.8,0
M06040,Type_10,43.44,3.04,222.6,13.78,2.761,894.4,0
M06041,Type_04,73.11,0.81,220.5,19.7,3.909,332.1,0
M06042,Type_12,71.08,2.37,208.9,18.88,3.55,812.9,0
M06043,Type_25,69.47,2.05,219.5,15.12,2.987,98.9,0
M06044,Type_16,78.69,3.28,225.8,9.71,1.973,295.5,0
M06045,Type_05,60.35,0.56,218.0,16.16,3.171,718.8,0
M06046,Type_16,68.1,2.29,227.8,15.63,3.204,357.2,0
M06047,Type_11,64.26,2.52,216.2,19.95,3.882,195.6,0
M06048,Type_11,65.32,2.17,220.6,14.29,2.837,84.6,0
M06049,Type_24,58.63,1.67,220.2,9.21,1.825,702.0,0
M06050,Type_23,66.51,2.73,225.9,15.66,3.184,871.3,0
M06051,Type_01,63.78,0.83,222.4,16.78,3.359,301.8,0
M06052,Type_02,58.09,1.99,217.2,13.95,2.727,763.6,0
M06053,Type_15,52.83,0.87,223.9,19.49,3.927,782.0,0
M06054,Type_04,64.64,1.84,221.1,16.78,3.339,846.5,0
M06055,Type_02,54.6,1.25,227.6,16.78,3.437,863.6,0
M06056,Type_11,71.9,3.22,219.2,7.94,1.566,263.7,1
M06057,Type_25,53.72,2.89,218.3,21.13,4.151,877.7,0
M06058,Type_03,57.88,2.2,200.0,15.34,2.761,629.0,1
M06059,Type_11,78.82,3.08,214.8,15.36,2.969,682.0,0
M06060,Type_11,61.55,3.1,220.7,14.6,2.9,144.0,0
M06061,Type_06,61.94,0.29,216.3,16.61,3.233,357.5,0
M06062,Type_23,67.26,3.21,219.6,12.58,2.486,995.7,0
M06063,Type_20,77.36,1.92,211.8,9.28,1.769,780.1,0
M06064,Type_10,72.58,1.81,218.2,13.8,2.71,531.2,0
M06065,Type_04,58.62,2.19,211.0,6.53,1.24,984.4,0
M06066,Type_07,70.5,1.69,223.0,17.03,3.418,419.0,0
M06067,Type_10,72.19,0.8,218.6,16.63,3.272,339.6,0
M06068,Type_19,70.32,2.61,227.4,12.64,2.587,679.7,0
M06069,Type_08,61.97,1.27,228.5,12.54,2.579,870.3,0
M06070,Type_04,42.0,2.69,221.0,42.49,8.451,274.8,1
M06071,Type_23,55.18,2.45,219.3,15.36,3.032,514.1,0
M06072,Type_08,59.12,1.15,220.4,13.7,2.718,535.8,0
M06073,Type_16,60.14,1.36,218.4,13.71,2.695,956.7,0
M06074,Type_01,80.09,2.82,223.6,14.08,2.833,285.6,0
M06075,Type_05,37.85,2.76,215.4,16.68,3.234,452.6,0
M06076,Type_01,78.73,1.75,229.3,21.37,4.41,962.6,0
M06077,Type_17,95.2,0.5,216.0,18.96,3.686,954.6,1
M06078,Type_13,81.31,1.53,225.9,12.97,2.637,200.9,0
M06079,Type_11,68.9,1.28,222.2,16.02,3.204,627.6,0
M06080,Type_23,64.29,1.43,232.7,22.5,4.712,920.8,0
M06081,Type_18,73.71,2.6,216.2,13.26,2.58,440.4,0
M06082,Type_05,65.55,2.82,223.8,19.3,3.887,677.6,0
M06083,Type_11,58.24,3.48,220.4,20.04,3.975,746.3,0
M06084,Type_19,84.74,3.65,217.6,16.43,3.218,345.9,0
M06085,Type_21,72.24,2.09,219.5,17.16,3.39,467.7,0
M06086,Type_05,47.21,2.36,217.6,18.53,3.629,228.2,0
M06087,Type_11,54.48,0.81,219.4,17.67,3.489,70.5,0
M06088,Type_17,66.25,2.36,225.0,9.58,1.94,313.0,0
M06089,Type_17,55.35,2.03,215.1,52.11,10.088,777.2,1
M06090,Type_19,59.79,0.75,222.2,15.23,3.046,899.5,0
M06091,Type_12,81.64,1.83,223.2,10.14,2.037,738.8,0
M06092,Type_24,68.36,1.19,214.8,18.08,3.495,188.9,0
M06093,Type_09,88.43,1.59,220.8,17.99,3.575,106.8,0
M06094,Type_09,74.09,2.55,221.9,17.87,3.569,772.6,0
M06095,Type_24,62.23,1.64,228.4,14.19,2.917,488.4,0
M06096,Type_02,59.63,3.31,222.0,18.27,3.65,765.0,0
M06097,Type_02,56.38,1.23,214.8,8.36,1.616,300.0,1
M06098,Type_13,71.75,2.84,226.4,10.35,2.109,858.3,0
M06099,Type_14,62.1,2.88,219.7,12.6,2.491,510.4,0
M06100,Type_22,45.34,1.86,224.0,15.88,3.201,267.4,0
M06101,Type_11,54.13,1.96,218.2,13.02,2.557,255.0,0
M06102,Type_25,60.0,1.55,225.5,9.88,2.005,429.1,0
M06103,Type_02,56.1,1.64,219.7,13.73,2.715,155.2,0
M06104,Type_18,64.89,1.34,223.3,18.92,3.802,317.2,0
M06105,Type_12,56.1,1.9,200.9,13.29,2.403,883.3,1
M06106,Type_25,62.67,1.64,218.6,16.58,3.262,929.2,0
M06107,Type_21,73.21,1.73,229.8,18.17,3.758,842.5,0
M06108,Type_08,72.75,1.37,221.1,12.88,2.563,543.5,0
M06109,Type_22,59.8,0.46,227.1,13.47,2.753,461.2,0
M06110,Type_10,57.19,1.35,223.9,9.33,1.88,202.6,0
M06111,Type_09,55.15,1.32,220.6,16.07,3.191,908.5,0
M06112,Type_13,71.34,3.1,224.4,11.43,2.308,613.9,0
M06113,Type_02,50.16,1.89,226.0,15.4,3.132,585.2,0
M06114,Type_19,82.05,3.45,216.0,11.69,2.273,762.8,0
M06115,Type_07,66.73,2.92,218.4,13.03,2.561,156.3,0
M06116,Type_13,58.44,1.02,211.0,11.65,2.212,572.1,0
M06117,Type_12,52.44,2.92,227.0,12.8,2.615,899.3,0
M06118,Type_10,81.45,1.83,215.7,22.73,4.413,396.4,0
M06119,Type_13,46.35,1.29,226.2,17.06,3.473,344.7,0
M06120,Type_13,48.24,0.94,220.7,18.08,3.591,844.8,0
M06121,Type_13,70.58,1.96,217.9,12.91,2.532,954.9,0
M06122,Type_23,70.44,2.78,215.2,8.87,1.718,449.3,0
M06123,Type_17,62.56,3.94,223.5,13.27,2.669,815.1,0
M06124,Type_06,62.28,1.58,220.4,12.22,2.424,648.4,0
M06125,Type_25,62.51,2.85,214.8,10.94,2.115,730.9,0
M06126,Type_09,56.2,0.99,209.6,14.35,2.707,517.3,0
M06127,Type_21,70.72,1.4,214.7,16.93,3.271,114.4,0
M06128,Type_17,62.34,2.98,217.7,19.9,3.899,670.6,0
M06129,Type_15,62.23,1.51,227.4,13.98,2.861,793.3,0
M06130,Type_21,77.46,2.95,213.7,14.41,2.771,956.6,0
M06131,Type_17,77.21,2.03,221.5,14.47,2.885,396.8,0
M06132,Type_17,80.84,2.26,224.0,15.62,3.149,70.0,0
M06133,Type_15,69.45,1.86,219.9,17.96,3.554,80.0,0
M06134,Type_21,64.55,1.42,214.1,12.93,2.491,961.2,0
M06135,Type_24,81.57,4.27,218.0,13.09,2.568,65.7,1
M06136,Type_08,86.68,3.32,219.1,16.67,3.287,761.8,0
M06137,Type_03,70.99,2.16,225.8,11.33,2.302,132.8,0
M06138,Type_13,68.36,1.03,213.5,19.58,3.762,344.4,0
M06139,Type_22,79.94,1.63,218.2,2.84,0.558,798.6,1
M06140,Type_22,71.75,2.4,218.9,14.71,2.898,224.3,0
M06141,Type_11,54.49,0.73,219.6,19.38,3.83,830.9,0
M06142,Type_06,77.62,3.26,214.7,13.94,2.694,662.8,0
M06143,Type_09,65.16,2.7,221.6,13.78,2.748,514.8,0
M06144,Type_25,57.31,2.4,210.6,13.31,2.523,909.5,0
M06145,Type_23,58.01,2.42,216.2,13.74,2.674,831.9,0
M06146,Type_05,72.76,1.52,218.6,16.92,3.329,167.5,0
M06147,Type_01,61.77,3.84,213.9,19.12,3.681,366.3,0
M06148,Type_13,73.28,0.25,223.9,16.45,3.315,770.2,0
M06149,Type_05,72.78,0.1,216.8,15.26,2.978,267.7,0
M06150,Type_01,77.16,2.65,220.0,14.54,2.879,157.4,0
M06151,Type_25,78.51,2.99,226.0,15.68,3.189,743.1,0
M06152,Type_12,80.99,1.13,222.5,17.89,3.582,990.2,0
M06153,Type_16,85.93,1.55,215.4,19.08,3.699,228.0,0
M06154,Type_21,82.92,1.72,215.7,42.53,8.256,507.1,1
M06155,Type_18,54.18,1.38,224.1,16.61,3.35,355.4,0
M06156,Type_14,60.0,2.45,223.7,17.84,3.592,679.1,0
M06157,Type_11,67.39,1.94,200.5,19.86,3.584,532.4,1
M06158,Type_11,54.82,1.53,202.4,18.96,3.454,126.4,1
M06159,Type_17,65.68,2.87,221.4,14.56,2.901,440.6,0
M06160,Type_03,60.82,0.91,223.9,8.57,1.727,702.5,0
M06161,Type_06,64.19,2.06,218.1,13.77,2.703,943.8,0
M06162,Type_15,71.02,1.92,226.6,13.47,2.747,144.3,0
M06163,Type_06,57.38,1.81,219.2,14.93,2.945,288.6,0
M06164,Type_22,56.29,2.4,218.0,15.67,3.074,403.2,0
M06165,Type_03,69.06,3.07,221.5,15.12,3.014,555.7,0
M06166,Type_22,54.61,1.85,220.7,39.18,7.782,664.5,1
M06167,Type_12,57.66,0.32,211.6,16.46,3.135,283.9,0
M06168,Type_18,64.63,1.46,222.8,13.99,2.805,530.5,0
M06169,Type_08,62.4,1.53,227.1,17.72,3.622,228.3,0
M06170,Type_20,75.67,2.04,221.0,18.7,3.719,549.7,0
M06171,Type_19,59.29,1.84,228.7,16.71,3.439,596.2,0
M06172,Type_16,59.88,1.47,216.6,15.19,2.961,241.6,0
M06173,Type_03,66.07,2.47,214.9,10.91,2.11,549.7,0
M06174,Type_15,91.05,0.87,224.3,18.03,3.64,894.9,0
M06175,Type_21,67.14,2.31,228.8,18.29,3.766,570.1,0
M06176,Type_19,69.38,1.51,216.3,15.13,2.945,718.5,0
M06177,Type_24,60.91,2.47,224.4,13.27,2.68,369.5,0
M06178,Type_10,53.51,3.17,226.9,15.4,3.145,527.2,0
M06179,Type_17,67.13,1.28,221.0,12.53,2.492,121.2,0
M06180,Type_13,48.74,1.91,228.3,15.93,3.273,772.3,0
M06181,Type_02,73.02,1.58,218.0,15.55,3.051,459.8,0
M06182,Type_16,83.21,2.2,223.9,14.72,2.966,853.8,0
M06183,Type_10,54.18,3.3,222.1,17.69,3.536,626.7,0
M06184,Type_14,65.79,4.01,215.5,10.26,1.99,971.2,0
M06185,Type_24,47.87,2.85,223.5,12.16,2.446,978.8,0
M06186,Type_05,48.82,1.99,222.3,12.46,2.493,225.6,0
M06187,Type_07,65.97,1.25,225.8,16.01,3.254,443.5,0
M06188,Type_12,103.79,5.58,246.9,36.77,8.171,378.4,1
M06189,Type_16,69.59,2.33,213.9,18.26,3.515,487.8,0
M06190,Type_16,54.99,1.75,223.5,18.74,3.77,160.5,0
M06191,Type_12,63.06,0.78,214.4,19.81,3.823,285.9,0
M06192,Type_20,70.22,2.54,215.8,13.34,2.591,247.6,0
M06193,Type_05,73.62,2.04,220.9,11.73,2.332,659.9,0
M06194,Type_04,65.2,3.63,218.0,17.11,3.357,151.6,0
M06195,Type_20,69.67,2.95,212.6,12.62,2.415,683.8,0
M06196,Type_14,80.63,0.94,216.4,16.21,3.157,700.0,0
M06197,Type_25,82.63,1.79,223.6,14.64,2.946,338.7,0
M06198,Type_02,60.08,1.32,225.9,15.03,3.056,637.4,0
M06199,Type_20,68.67,1.2,215.6,16.46,3.194,167.4,0
M06200,Type_23,66.52,1.71,220.5,13.46,2.671,527.3,0
M06201,Type_17,56.0,3.63,222.1,13.38,2.675,560.2,0
M06202,Type_03,51.37,2.73,229.5,14.31,2.956,460.5,0
M06203,Type_09,64.98,2.08,220.6,13.08,2.597,296.6,0
M06204,Type_13,104.83,6.4,251.1,46.45,10.497,727.4,1
M06205,Type_15,56.46,1.34,220.4,18.01,3.572,657.2,0
M06206,Type_15,67.53,2.84,217.7,9.19,1.801,805.8,0
M06207,Type_09,55.47,0.86,221.1,21.39,4.256,637.7,0
M06208,Type_13,64.83,0.1,228.0,16.97,3.482,503.1,0
M06209,Type_09,62.11,1.48,224.5,14.28,2.885,443.4,0
M06210,Type_05,57.32,1.17,218.7,11.99,2.36,963.3,0
M06211,Type_13,47.4,1.9,214.2,14.17,2.732,166.8,0
M06212,Type_15,69.43,1.6,225.0,16.4,3.321,768.4,0
M06213,Type_08,58.27,0.66,216.9,19.73,3.851,496.0,0
M06214,Type_01,74.63,3.58,223.9,15.75,3.174,59.7,0
M06215,Type_10,55.92,1.56,211.8,17.5,3.336,469.0,0
M06216,Type_04,75.96,0.82,218.2,20.59,4.043,625.0,0
M06217,Type_15,62.9,0.75,218.0,19.14,3.755,768.5,0
M06218,Type_12,78.32,1.69,212.6,12.55,2.401,77.9,0
M06219,Type_08,54.87,2.41,200.0,17.53,3.155,472.3,1
M06220,Type_05,56.45,0.24,222.3,17.38,3.477,457.4,0
M06221,Type_09,76.81,1.88,216.7,20.18,3.936,161.3,0
M06222,Type_08,71.85,1.74,225.7,12.81,2.602,61.4,0
M06223,Type_08,72.71,1.71,222.1,11.63,2.325,282.0,0
M06224,Type_18,68.37,1.91,219.3,15.12,2.984,210.6,0
M06225,Type_06,44.27,0.76,220.5,15.47,3.07,556.6,0
M06226,Type_20,70.85,9.02,223.7,18.88,3.801,170.1,1
M06227,Type_24,75.65,1.08,216.7,11.82,2.305,115.7,0
M06228,Type_20,56.01,4.49,214.0,15.61,3.006,753.2,0
M06229,Type_11,54.93,3.33,206.5,13.38,2.487,59.0,0
M06230,Type_23,70.78,3.7,224.4,17.14,3.462,128.9,0
M06231,Type_17,60.81,2.32,219.3,13.55,2.674,552.6,0
M06232,Type_01,70.93,0.71,219.4,11.31,2.233,583.6,0
M06233,Type_05,60.0,3.67,219.3,17.24,3.403,353.5,0
M06234,Type_14,67.14,2.27,217.3,9.69,1.895,401.4,0
M06235,Type_14,57.69,3.28,240.7,18.41,3.988,199.5,1
M06236,Type_12,53.88,1.56,223.3,15.83,3.181,832.4,0
M06237,Type_07,72.95,0.1,220.2,12.19,2.416,392.9,0
M06238,Type_09,68.62,1.97,229.6,12.8,2.645,89.8,0
M06239,Type_24,71.97,1.14,214.1,18.23,3.513,365.9,0
M06240,Type_02,81.61,3.15,218.8,18.5,3.643,496.8,1
M06241,Type_12,78.92,3.6,211.0,19.89,3.777,982.1,0
M06242,Type_02,65.18,2.85,215.6,13.89,2.695,72.6,0
M06243,Type_12,54.98,0.1,222.6,10.31,2.066,746.6,0
M06244,Type_10,67.13,1.61,211.8,10.01,1.908,188.7,0
M06245,Type_16,51.46,2.9,223.7,14.0,2.819,642.1,0
M06246,Type_08,57.63,2.32,224.3,19.22,3.88,751.6,0
M06247,Type_04,82.84,1.76,222.4,13.49,2.7,969.1,1
M06248,Type_15,73.14,3.27,220.4,18.31,3.632,229.9,0
M06249,Type_09,60.9,3.61,219.9,13.4,2.652,850.8,0
M06250,Type_13,71.96,1.81,216.8,15.08,2.942,411.5,0
M06251,Type_03,59.76,1.86,216.9,16.34,3.19,334.5,0
M06252,Type_24,72.33,1.19,220.8,13.81,2.744,399.9,0
M06253,Type_14,48.38,1.83,228.0,17.32,3.554,514.1,0
M06254,Type_07,58.1,0.75,214.8,39.6,7.655,669.7,1
M06255,Type_18,77.21,1.79,219.4,12.87,2.541,446.3,0
M06256,Type_16,76.04,1.3,217.6,16.22,3.177,401.3,0
M06257,Type_07,70.14,3.02,214.4,11.06,2.134,387.1,0
M06258,Type_09,57.12,3.05,222.7,11.83,2.371,173.8,0
M06259,Type_07,64.0,2.43,221.4,14.04,2.798,449.3,0
M06260,Type_20,71.45,4.11,213.2,9.45,1.813,557.5,0
M06261,Type_09,64.69,2.44,215.7,15.25,2.96,748.2,0
M06262,Type_13,49.24,1.08,216.4,7.83,1.525,173.1,0
M06263,Type_09,64.87,2.95,223.7,13.27,2.672,534.3,0
M06264,Type_25,58.28,1.43,216.0,12.31,2.393,768.2,0
M06265,Type_24,71.41,2.16,220.8,15.1,3.001,683.9,0
M06266,Type_05,46.81,0.99,212.3,15.71,3.002,839.3,0
M06267,Type_20,70.49,2.29,220.8,11.02,2.19,57.2,0
M06268,Type_09,74.86,1.43,215.7,17.94,3.483,989.1,0
M06269,Type_20,55.85,0.88,224.6,11.63,2.351,248.6,0
M06270,Type_14,70.07,3.08,218.9,15.03,2.961,791.4,0
M06271,Type_16,64.13,2.1,218.8,14.21,2.798,385.9,0
M06272,Type_23,60.73,3.13,213.2,7.75,1.487,213.9,0
M06273,Type_16,41.29,0.41,218.2,10.39,2.04,597.1,0
M06274,Type_18,71.76,2.76,219.2,23.29,4.595,230.2,0
M06275,Type_18,52.94,6.07,220.9,13.72,2.728,192.7,1
M06276,Type_15,45.83,0.95,210.9,12.45,2.363,599.7,0
M06277,Type_04,54.41,0.29,220.6,12.38,2.458,747.3,0
M06278,Type_02,62.06,1.21,229.2,46.15,9.52,974.1,1
M06279,Type_24,71.73,4.14,216.7,13.61,2.654,955.9,0
M06280,Type_09,76.95,2.86,214.1,16.59,3.197,537.9,0
M06281,Type_17,78.24,2.41,220.4,16.22,3.217,870.9,0
M06282,Type_14,64.56,3.2,217.2,10.16,1.986,695.8,0
M06283,Type_18,80.14,4.28,215.5,17.28,3.351,423.6,0
M06284,Type_15,52.55,3.1,214.3,11.27,2.174,61.6,0
M06285,Type_10,72.28,2.41,228.4,14.32,2.944,850.4,0
M06286,Type_01,74.55,1.21,219.2,15.11,2.981,300.0,0
M06287,Type_06,57.47,3.94,226.1,15.04,3.06,486.3,0
M06288,Type_11,59.8,1.67,224.2,16.34,3.297,500.2,0
M06289,Type_02,78.6,3.74,219.5,12.43,2.456,998.7,0
M06290,Type_13,65.94,0.85,215.9,15.74,3.058,418.4,0
M06291,Type_15,67.65,3.1,217.4,16.86,3.299,135.8,0
M06292,Type_18,77.94,2.53,223.6,14.16,2.85,214.4,0
M06293,Type_02,73.21,4.15,222.2,22.37,4.474,341.5,0
M06294,Type_14,65.81,1.64,215.9,16.5,3.206,400.5,0
M06295,Type_06,60.41,2.5,218.8,44.13,8.69,107.9,1
M06296,Type_22,56.03,0.11,222.4,19.66,3.935,451.7,0
M06297,Type_25,57.75,1.64,223.9,9.46,1.906,80.3,0
M06298,Type_11,76.8,2.51,215.4,8.31,1.611,68.5,1
M06299,Type_13,65.25,3.27,227.8,16.35,3.352,662.5,0
M06300,Type_04,60.78,2.11,221.3,17.83,3.551,558.6,0
M06301,Type_21,59.05,1.86,210.4,46.65,8.834,59.4,1
M06302,Type_13,62.02,2.88,212.4,13.57,2.594,791.3,0
M06303,Type_22,54.91,1.98,216.2,16.84,3.277,162.5,0
M06304,Type_17,50.88,3.78,200.0,17.24,3.103,866.9,1
M06305,Type_03,53.93,1.38,220.8,11.63,2.311,888.4,0
M06306,Type_10,63.56,2.51,218.1,14.49,2.844,985.3,0
M06307,Type_14,69.38,3.98,220.0,15.35,3.039,964.9,0
M06308,Type_05,61.34,1.92,218.8,16.76,3.3,230.4,0
M06309,Type_09,49.78,2.52,217.3,8.53,1.668,467.2,1
M06310,Type_21,80.23,1.79,214.3,19.17,3.697,256.7,0
M06311,Type_08,72.22,2.86,220.1,20.61,4.083,623.7,0
M06312,Type_24,47.35,1.74,215.8,13.17,2.558,454.7,0
M06313,Type_06,54.26,0.7,213.2,14.35,2.753,295.8,0
M06314,Type_10,69.41,3.08,226.9,3.25,0.664,304.7,1
M06315,Type_23,69.03,0.85,222.1,15.96,3.19,461.3,0
M06316,Type_14,79.96,3.0,220.9,10.23,2.034,938.7,0
