MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status,Predict_Failure_Prob,Current_Status,Alert_Reason_vs_Specs,Top_Risk_Factor
M08100,Type_19,77.08,4.01,222.3,18.0,3.601,419.3,0,0.15965731497032867,Normal,Good,-
M03319,Type_12,56.72,1.99,221.4,12.86,2.562,357.1,0,0.15965028161009892,Normal,Good,-
M09644,Type_23,57.32,1.09,219.6,21.18,4.186,769.5,0,0.15964465709499506,Normal,Good,-
M07589,Type_19,58.74,2.64,223.5,18.84,3.79,596.4,0,0.15964132351700905,Normal,Good,-
M08377,Type_19,67.48,0.53,216.6,17.7,3.45,686.1,0,0.15962907487507352,Normal,Good,-
M02922,Type_11,75.13,3.39,217.8,19.48,3.818,314.5,0,0.15962322539997673,Normal,Good,-
M04876,Type_02,56.0,1.49,219.5,14.59,2.882,907.2,0,0.15962318058803315,Normal,Good,-
M09939,Type_13,56.84,2.79,216.4,12.88,2.509,516.7,0,0.1596138432752519,Normal,Good,-
M04202,Type_04,78.38,1.16,222.8,14.89,2.986,748.0,0,0.15960815669876743,Normal,Good,-
M01313,Type_11,65.18,1.69,218.4,19.26,3.786,887.2,0,0.1596074121061316,Normal,Good,-
M00608,Type_04,63.88,2.67,216.3,18.3,3.562,727.7,0,0.15960419409328397,Normal,Good,-
M05569,Type_18,49.41,3.54,221.0,18.1,3.6,376.4,0,0.15959574695150186,Normal,Good,-
M02207,Type_19,64.22,3.37,218.5,13.64,2.682,416.9,0,0.15959357029170462,Normal,Good,-
M01965,Type_08,57.22,4.31,218.4,13.83,2.718,969.6,0,0.15957658466527316,Normal,Good,-
M01337,Type_13,69.59,3.42,228.3,12.27,2.521,507.8,0,0.159571593224688,Normal,Good,-
M03677,Type_14,62.78,1.57,215.4,14.24,2.761,733.0,0,0.15956267478452693,Normal,Good,-
M00354,Type_17,73.22,3.2,213.9,18.8,3.619,118.4,0,0.15955089710200032,Normal,Good,-
M00571,Type_04,66.18,2.74,219.2,17.22,3.397,382.1,0,0.159548710947423,Normal,Good,-
M01975,Type_04,66.65,2.21,215.3,12.54,2.43,455.4,0,0.15954778724518393,Normal,Good,-
M04555,Type_04,66.27,2.07,214.8,13.69,2.647,663.9,0,0.15954778724518393,Normal,Good,-
M02489,Type_18,50.91,2.96,209.8,12.79,2.415,906.4,0,0.15954751018624738,Normal,Good,-
M08366,Type_04,78.86,1.83,220.7,22.24,4.418,56.5,0,0.15954493478089216,Normal,Good,-
M08916,Type_11,66.86,3.3,222.2,19.84,3.968,936.4,0,0.15952681251946976,Normal,Good,-
M01066,Type_18,67.05,0.92,212.0,14.18,2.706,86.5,0,0.15951642904858843,Normal,Good,-
M00284,Type_14,75.75,2.85,213.2,15.6,2.993,850.3,0,0.15951398346697368,Normal,Good,-
M03163,Type_21,61.63,2.63,227.6,13.39,2.743,738.3,0,0.1595081253243243,Normal,Good,-
M08369,Type_06,67.68,2.07,223.9,16.34,3.293,63.3,0,0.15949918221896411,Normal,Good,-
M09753,Type_11,64.51,1.07,223.7,11.16,2.247,356.3,0,0.15948023155447819,Normal,Good,-
M06767,Type_18,69.46,4.02,210.4,17.45,3.304,204.9,0,0.1594560371089368,Normal,Good,-
M02979,Type_22,73.69,0.1,217.3,9.98,1.952,868.4,0,0.15945100214046112,Normal,Good,-
M07404,Type_10,64.79,1.24,220.3,12.99,2.576,90.7,0,0.1594388197208132,Normal,Good,-
M06557,Type_07,80.38,3.3,220.7,13.45,2.672,941.5,0,0.1594164657556693,Normal,Good,-
M01611,Type_01,72.29,1.98,215.6,21.94,4.257,698.7,0,0.15940349363054915,Normal,Good,-
M09494,Type_09,56.11,0.1,225.3,14.33,2.906,733.3,0,0.159401929699934,Normal,Good,-
M02232,Type_04,60.32,3.1,215.1,14.92,2.888,585.7,0,0.15938449855843692,Normal,Good,-
M08928,Type_04,65.97,3.15,228.7,14.19,2.921,861.3,0,0.15938449855843692,Normal,Good,-
M09807,Type_04,65.74,3.29,217.9,14.83,2.908,691.8,0,0.15938449855843692,Normal,Good,-
M00425,Type_18,74.38,1.89,223.5,11.39,2.291,722.8,0,0.15936486458867358,Normal,Good,-
M01949,Type_12,70.35,1.88,227.0,16.87,3.447,338.4,0,0.1593625136703562,Normal,Good,-
M00292,Type_01,67.64,1.57,227.0,18.99,3.88,742.3,0,0.15936182861174036,Normal,Good,-
M00685,Type_15,63.51,1.46,222.3,21.21,4.243,426.4,0,0.15935172993398716,Normal,Good,-
M02626,Type_12,57.42,3.04,221.1,14.82,2.949,539.4,0,0.15934928589903305,Normal,Good,-
M08431,Type_18,60.7,3.31,212.8,17.28,3.309,493.7,0,0.15932216632474805,Normal,Good,-
M01596,Type_22,61.43,4.46,224.4,14.88,3.005,578.1,0,0.1593118064224745,Normal,Good,-
M07492,Type_08,66.13,4.24,227.2,13.2,2.699,459.0,0,0.15931131532751824,Normal,Good,-
M02730,Type_09,41.42,2.58,216.2,17.84,3.471,703.4,0,0.1592991771934484,Normal,Good,-
M00945,Type_19,75.19,0.1,212.2,14.96,2.857,801.0,0,0.15929862465264805,Normal,Good,-
M05254,Type_12,56.49,3.27,217.7,17.37,3.403,272.3,0,0.1592852163902391,Normal,Good,-
M03408,Type_12,49.86,3.8,216.9,14.34,2.799,833.2,0,0.1592751817445785,Normal,Good,-
M08925,Type_23,73.4,0.89,222.1,20.19,4.036,373.3,0,0.1592657578788167,Normal,Good,-
M06479,Type_18,73.52,3.25,221.1,13.3,2.647,740.9,0,0.15924997846029704,Normal,Good,-
M00899,Type_18,57.6,2.96,223.6,14.39,2.896,637.0,0,0.1592479660032231,Normal,Good,-
M02194,Type_12,78.86,3.89,219.6,15.34,3.032,654.7,0,0.15921160803463213,Normal,Good,-
M08971,Type_04,65.28,0.53,226.1,13.29,2.704,813.2,0,0.15919742364612496,Normal,Good,-
M01987,Type_15,77.25,3.58,217.6,15.3,2.996,719.0,0,0.15919592706727329,Normal,Good,-
M00465,Type_09,69.28,4.15,216.5,14.93,2.909,503.7,0,0.15919093863412098,Normal,Good,-
M00328,Type_11,79.56,2.63,216.1,17.02,3.31,536.8,0,0.15916810788177194,Normal,Good,-
M00519,Type_07,74.02,0.97,224.7,16.86,3.41,784.3,0,0.1591672800452141,Normal,Good,-
M03943,Type_18,43.17,2.07,217.0,12.51,2.443,944.5,0,0.1591553559152289,Normal,Good,-
M05843,Type_04,70.51,2.02,220.1,14.75,2.922,470.6,0,0.15915411751300101,Normal,Good,-
M04386,Type_24,60.62,2.99,217.3,11.16,2.183,535.8,0,0.15914264132231673,Normal,Good,-
M01025,Type_01,65.31,2.46,221.9,20.19,4.032,390.2,0,0.15914113629721727,Normal,Good,-
M03060,Type_24,67.88,2.53,220.2,14.27,2.828,656.8,0,0.1591289881882789,Normal,Good,-
M02110,Type_12,62.62,0.97,210.9,14.22,2.699,102.0,0,0.1591134737852848,Normal,Good,-
M01879,Type_04,76.08,1.07,219.6,13.88,2.743,70.9,0,0.15908469401347042,Normal,Good,-
M02635,Type_03,62.58,1.53,226.5,16.34,3.331,448.3,0,0.1590673941502242,Normal,Good,-
M01027,Type_04,63.31,2.0,221.6,11.96,2.385,442.3,0,0.15906738816785254,Normal,Good,-
M06595,Type_04,63.51,2.2,217.4,13.35,2.612,758.1,0,0.15906738816785254,Normal,Good,-
M08154,Type_04,60.55,1.9,217.7,12.79,2.506,685.5,0,0.15906738816785254,Normal,Good,-
M01825,Type_09,58.43,1.87,225.0,12.7,2.572,512.5,0,0.1590654788719399,Normal,Good,-
M09931,Type_21,60.73,2.56,212.9,17.62,3.376,840.3,0,0.15905111973975428,Normal,Good,-
M09947,Type_04,78.07,1.96,214.9,11.94,2.309,190.4,0,0.15902206603103655,Normal,Good,-
M08922,Type_24,44.43,0.9,221.6,13.86,2.764,128.8,0,0.159021376424586,Normal,Good,-
M03918,Type_18,71.74,2.18,221.0,14.28,2.84,579.9,0,0.1590132623201698,Normal,Good,-
M03555,Type_18,73.59,3.32,222.3,14.61,2.923,699.8,0,0.15901010899249723,Normal,Good,-
M06838,Type_03,68.53,1.89,222.7,16.59,3.325,571.4,0,0.15900207244191125,Normal,Good,-
M08555,Type_18,79.68,1.35,218.3,19.94,3.918,470.6,0,0.15897935548189662,Normal,Good,-
M07060,Type_04,67.54,3.13,220.5,19.59,3.888,939.5,0,0.15897138689418253,Normal,Good,-
M06745,Type_18,55.59,1.47,227.3,13.16,2.692,457.5,0,0.15895382761037852,Normal,Good,-
M07337,Type_11,67.23,1.9,223.2,16.52,3.319,583.3,0,0.15894005304295888,Normal,Good,-
M07218,Type_18,71.27,1.29,213.6,14.23,2.736,642.7,0,0.15892460696107402,Normal,Good,-
M01198,Type_14,59.19,3.33,223.0,13.29,2.667,528.5,0,0.1588802651894476,Normal,Good,-
M07985,Type_14,59.56,3.12,220.3,13.5,2.677,535.7,0,0.1588802651894476,Normal,Good,-
M02231,Type_18,59.09,0.33,229.0,21.79,4.491,719.3,0,0.1588662706000538,Normal,Good,-
M06413,Type_11,64.3,0.73,223.4,15.68,3.153,176.6,0,0.1588447424304071,Normal,Good,-
M01907,Type_04,68.17,1.29,212.6,12.02,2.3,448.1,0,0.15884205770878904,Normal,Good,-
M08643,Type_19,53.35,3.5,220.1,15.52,3.074,743.6,0,0.158841115735512,Normal,Good,-
M08235,Type_14,67.04,3.59,220.2,15.71,3.113,283.0,0,0.15883976322217125,Normal,Good,-
M06735,Type_04,61.07,3.94,219.5,17.69,3.495,695.8,0,0.15883629060113916,Normal,Good,-
M07566,Type_08,56.54,2.14,220.5,19.93,3.955,256.0,0,0.15881791927867261,Normal,Good,-
M03124,Type_04,59.36,2.3,227.8,14.3,2.932,801.6,0,0.1588141995998172,Normal,Good,-
M07686,Type_04,65.0,0.1,216.4,14.67,2.857,725.1,0,0.1588062701488866,Normal,Good,-
M06068,Type_19,70.32,2.61,227.4,12.64,2.587,679.7,0,0.15880232121495708,Normal,Good,-
M09537,Type_18,70.14,3.6,214.2,12.55,2.419,396.8,0,0.15879693734032274,Normal,Good,-
M01263,Type_23,68.02,0.59,226.5,19.99,4.075,900.1,0,0.15878693870699942,Normal,Good,-
M03789,Type_13,72.19,3.57,217.3,13.58,2.656,542.9,0,0.15878556702381463,Normal,Good,-
M02210,Type_04,78.19,2.06,218.3,17.45,3.428,377.1,0,0.15878188012848427,Normal,Good,-
M08447,Type_21,63.56,1.93,218.8,20.0,3.938,744.6,0,0.15876783734649572,Normal,Good,-
M04004,Type_14,52.86,2.87,224.4,16.49,3.33,201.4,0,0.15876078040102765,Normal,Good,-
M03341,Type_21,75.34,3.14,215.6,16.25,3.153,479.7,0,0.1587388625373705,Normal,Good,-
M03020,Type_11,50.37,1.55,220.2,17.37,3.442,341.6,0,0.15872686298989852,Normal,Good,-
M02498,Type_04,57.44,1.7,213.9,14.57,2.805,456.8,0,0.15871594949267465,Normal,Good,-
M00271,Type_07,64.5,0.1,222.8,12.4,2.486,847.2,0,0.15871390115468662,Normal,Good,-
M01914,Type_13,58.0,2.38,219.1,17.39,3.429,521.2,0,0.15870055248721368,Normal,Good,-
M09381,Type_18,68.62,1.82,214.1,13.83,2.665,626.5,0,0.15869808881690184,Normal,Good,-
M07308,Type_11,39.51,2.37,222.2,16.0,3.2,822.1,0,0.15869129592027031,Normal,Good,-
M06686,Type_02,74.39,1.21,210.4,12.74,2.412,249.9,0,0.15868339512089288,Normal,Good,-
M01732,Type_23,53.31,3.47,223.2,12.88,2.587,798.9,0,0.15867415785608896,Normal,Good,-
M02534,Type_17,77.09,1.61,225.3,20.16,4.088,573.2,0,0.15864913630879557,Normal,Good,-
M07409,Type_08,60.63,4.21,218.9,14.9,2.935,895.6,0,0.15864654473921064,Normal,Good,-
M06270,Type_14,70.07,3.08,218.9,15.03,2.961,791.4,0,0.15864084417829913,Normal,Good,-
M04101,Type_02,68.91,2.27,214.5,15.59,3.01,700.2,0,0.158640410541852,Normal,Good,-
M02567,Type_09,62.14,2.41,212.9,15.21,2.914,635.2,0,0.1586373865749634,Normal,Good,-
M05028,Type_12,64.1,3.46,220.5,14.84,2.945,469.5,0,0.15863246653785157,Normal,Good,-
M01144,Type_17,69.76,0.84,220.7,13.28,2.638,594.4,0,0.15860978268868509,Normal,Good,-
M05304,Type_02,68.97,3.54,215.1,16.23,3.142,832.1,0,0.158609059490622,Normal,Good,-
M01951,Type_17,67.4,1.53,220.6,11.13,2.21,248.7,0,0.1586062129685226,Normal,Good,-
M02235,Type_14,60.67,1.19,218.5,18.61,3.66,870.1,0,0.15860286646890415,Normal,Good,-
M02180,Type_24,57.43,2.39,224.8,12.67,2.563,320.3,0,0.158601648431569,Normal,Good,-
M09092,Type_01,66.14,2.22,218.6,11.96,2.353,607.1,0,0.15858275351975454,Normal,Good,-
M02109,Type_21,64.61,2.66,224.1,17.24,3.477,550.8,0,0.15857589232684433,Normal,Good,-
M03776,Type_21,76.37,1.18,229.4,15.8,3.262,86.1,0,0.15857503725103306,Normal,Good,-
M05020,Type_11,53.95,1.71,216.4,18.14,3.533,411.7,0,0.1585541840161026,Normal,Good,-
M08784,Type_14,64.84,3.07,222.4,16.28,3.259,492.3,0,0.1585507868463008,Normal,Good,-
M01755,Type_04,58.06,1.91,219.5,12.6,2.489,54.7,0,0.15854026451964853,Normal,Good,-
M05666,Type_04,52.74,1.84,216.6,9.96,1.942,734.1,0,0.15850969487919134,Normal,Good,-
M08334,Type_14,66.49,2.4,215.3,14.73,2.854,467.9,0,0.15850954468144043,Normal,Good,-
M01623,Type_08,66.18,1.69,213.7,18.62,3.581,909.5,0,0.15850429227355062,Normal,Good,-
M02961,Type_14,56.5,0.1,210.2,14.57,2.756,516.8,0,0.1585014122786741,Normal,Good,-
M09958,Type_12,70.33,2.53,223.9,19.06,3.841,570.8,0,0.15849250578576676,Normal,Good,-
M04768,Type_12,51.66,2.14,218.9,19.24,3.79,826.0,0,0.15847263044763749,Normal,Good,-
M04467,Type_04,66.19,2.5,214.6,11.89,2.296,762.2,0,0.1584643522004052,Normal,Good,-
M04592,Type_19,72.56,1.5,216.5,12.83,2.5,691.1,0,0.1584451773070726,Normal,Good,-
M09608,Type_18,77.66,1.83,215.4,20.96,4.063,336.5,0,0.15843527490206052,Normal,Good,-
M04879,Type_19,72.5,1.62,228.2,14.27,2.931,754.8,0,0.15841235273775459,Normal,Good,-
M02301,Type_21,62.44,2.77,214.1,15.35,2.958,785.3,0,0.1584069569054786,Normal,Good,-
M06231,Type_17,60.81,2.32,219.3,13.55,2.674,552.6,0,0.15840019539917455,Normal,Good,-
M04536,Type_08,79.82,2.08,216.1,18.48,3.594,940.9,0,0.15838614313939206,Normal,Good,-
M01904,Type_17,63.52,1.82,221.4,13.27,2.644,583.3,0,0.1583780007055995,Normal,Good,-
M07009,Type_03,51.1,1.37,223.1,19.29,3.873,920.4,0,0.15835886081531927,Normal,Good,-
M02595,Type_04,69.43,2.11,222.5,13.55,2.713,425.0,0,0.15835728077546812,Normal,Good,-
M02659,Type_04,69.95,1.5,224.4,14.45,2.918,747.2,0,0.158354986692686,Normal,Good,-
M03277,Type_04,68.13,3.73,226.0,17.27,3.513,187.5,0,0.15835023408644655,Normal,Good,-
M01666,Type_04,58.77,2.67,220.6,14.43,2.865,720.4,0,0.15834830551842843,Normal,Good,-
M03265,Type_04,58.75,2.77,227.9,14.07,2.886,619.1,0,0.15834830551842843,Normal,Good,-
M01705,Type_01,46.67,3.43,218.5,19.49,3.833,468.9,0,0.1583420765237666,Normal,Good,-
M03742,Type_14,66.22,2.42,217.3,13.34,2.609,453.6,0,0.15833208518863975,Normal,Good,-
M04372,Type_14,60.97,2.07,223.6,13.2,2.656,474.4,0,0.15833208518863975,Normal,Good,-
M09933,Type_04,70.76,1.33,216.9,21.75,4.246,948.6,0,0.15832481435661888,Normal,Good,-
M01128,Type_04,67.99,2.88,216.5,12.73,2.48,589.4,0,0.15831977413188003,Normal,Good,-
M08436,Type_04,67.05,2.61,225.6,12.45,2.528,359.5,0,0.15831977413188003,Normal,Good,-
M08451,Type_12,64.21,2.83,216.8,13.71,2.675,139.0,0,0.15831728835638084,Normal,Good,-
M05246,Type_15,51.36,1.58,218.8,14.89,2.932,101.5,0,0.15831128942655398,Normal,Good,-
M09429,Type_23,43.03,3.2,224.0,22.62,4.56,246.8,0,0.15831051699880747,Normal,Good,-
M00534,Type_19,60.91,4.14,223.0,13.4,2.689,247.6,0,0.15830757007677876,Normal,Good,-
M03756,Type_04,61.52,2.43,226.6,12.41,2.531,807.4,0,0.15830526913593743,Normal,Good,-
M01250,Type_14,61.73,1.73,212.9,16.51,3.163,90.1,0,0.15829774236149777,Normal,Good,-
M01865,Type_19,71.68,1.9,224.4,14.3,2.888,692.5,0,0.15829747864406465,Normal,Good,-
M08421,Type_14,74.12,1.36,219.0,13.21,2.604,833.0,0,0.1582972591842621,Normal,Good,-
M08622,Type_04,71.96,1.71,221.6,13.7,2.732,881.9,0,0.15829374837394336,Normal,Good,-
M02071,Type_03,67.54,1.05,214.8,13.33,2.577,911.6,0,0.15827740326807643,Normal,Good,-
M06307,Type_14,69.38,3.98,220.0,15.35,3.039,964.9,0,0.15827475356171175,Normal,Good,-
M03899,Type_02,59.95,2.79,212.2,11.67,2.229,564.6,0,0.15826648692215312,Normal,Good,-
M02440,Type_24,58.92,2.58,218.8,12.85,2.53,787.4,0,0.1582535080687025,Normal,Good,-
M02691,Type_12,61.3,2.06,225.1,16.52,3.347,548.7,0,0.15824433806281257,Normal,Good,-
M05114,Type_08,61.07,1.87,222.5,19.77,3.959,853.5,0,0.1582406235492015,Normal,Good,-
M03634,Type_18,67.94,1.29,218.2,20.63,4.051,238.2,0,0.15823369418037012,Normal,Good,-
M09622,Type_11,68.9,2.49,211.5,12.53,2.385,884.9,0,0.15823220164770554,Normal,Good,-
M09946,Type_24,54.15,1.53,223.6,14.31,2.88,519.2,0,0.15823074929091568,Normal,Good,-
M01474,Type_04,56.3,4.01,225.1,15.62,3.164,832.2,0,0.15822215995082942,Normal,Good,-
M04321,Type_11,69.2,3.14,220.0,15.3,3.029,570.3,0,0.1582063940271865,Normal,Good,-
M06779,Type_14,67.91,2.96,221.5,13.93,2.777,560.9,0,0.1581973555431906,Normal,Good,-
M04928,Type_13,57.62,1.85,221.6,22.34,4.455,810.6,0,0.1581931482551075,Normal,Good,-
M05739,Type_18,60.15,3.41,217.4,12.15,2.377,767.8,0,0.15818615999569643,Normal,Good,-
M06436,Type_14,55.06,2.6,221.4,17.61,3.509,209.0,0,0.15817182540164443,Normal,Good,-
M02275,Type_04,73.07,1.26,223.1,16.7,3.353,254.8,0,0.15815601390174458,Normal,Good,-
M00335,Type_03,40.92,2.64,219.2,17.13,3.379,931.3,0,0.15815031494165038,Normal,Good,-
M02628,Type_19,61.96,1.92,217.7,17.59,3.446,688.7,0,0.15814522737163822,Normal,Good,-
M00110,Type_18,56.44,0.16,216.8,11.19,2.183,719.9,0,0.1581436505634513,Normal,Good,-
M01433,Type_04,59.19,1.09,217.5,13.51,2.645,882.4,0,0.15813419589049243,Normal,Good,-
M00561,Type_19,45.87,2.11,214.1,14.91,2.873,729.1,0,0.1581005341766418,Normal,Good,-
M08048,Type_03,61.78,2.7,224.3,18.71,3.777,415.1,0,0.15809465537827053,Normal,Good,-
M04520,Type_21,64.39,2.92,218.3,18.28,3.591,715.4,0,0.1580935161487039,Normal,Good,-
M00785,Type_04,50.11,1.77,221.9,14.38,2.872,489.7,0,0.15809097816928416,Normal,Good,-
M09675,Type_18,53.65,1.91,219.9,14.53,2.876,109.3,0,0.15808688990480796,Normal,Good,-
M04544,Type_01,76.83,3.2,222.8,22.71,4.554,96.3,0,0.15808171318765724,Normal,Good,-
M03274,Type_24,71.33,2.47,218.8,22.86,4.502,124.6,0,0.158073677827602,Normal,Good,-
M08540,Type_14,57.24,1.39,218.4,17.65,3.469,383.9,0,0.1580690922829716,Normal,Good,-
M03761,Type_12,50.58,1.89,212.0,12.21,2.33,812.9,0,0.15806899519497636,Normal,Good,-
M08921,Type_04,75.91,1.54,225.1,12.61,2.555,188.6,0,0.1580638521462538,Normal,Good,-
M01675,Type_24,60.28,1.69,221.2,14.29,2.845,950.8,0,0.15806219036469013,Normal,Good,-
M03246,Type_24,57.13,2.47,220.0,13.87,2.746,734.0,0,0.15805411405327865,Normal,Good,-
M04599,Type_24,42.88,1.3,213.0,15.9,3.048,575.5,0,0.15804447197133958,Normal,Good,-
M02974,Type_11,68.49,2.12,212.2,18.03,3.443,353.3,0,0.1580434499224465,Normal,Good,-
M03921,Type_14,78.07,2.16,226.4,14.54,2.963,614.8,0,0.15804062364129087,Normal,Good,-
M03177,Type_10,66.12,1.24,214.7,13.79,2.665,289.6,0,0.15802886654202813,Normal,Good,-
M08419,Type_14,80.01,0.88,212.1,16.45,3.14,654.2,0,0.15802819767305037,Normal,Good,-
M05854,Type_17,67.52,3.06,215.9,18.46,3.587,652.0,0,0.15801581469461973,Normal,Good,-
M03765,Type_23,55.99,3.37,224.5,14.72,2.974,64.5,0,0.15801315291292292,Normal,Good,-
M04753,Type_24,61.74,1.69,216.7,16.7,3.257,56.2,0,0.15800320612360666,Normal,Good,-
M03385,Type_14,63.27,2.4,226.0,16.12,3.279,652.6,0,0.158002606845493,Normal,Good,-
M06294,Type_14,65.81,1.64,215.9,16.5,3.206,400.5,0,0.158002606845493,Normal,Good,-
M02795,Type_19,61.72,1.93,218.7,13.99,2.754,504.9,0,0.1580003107004313,Normal,Good,-
M03973,Type_17,50.89,1.96,213.0,13.21,2.532,855.8,0,0.15797096197921076,Normal,Good,-
M06484,Type_24,53.88,2.1,221.4,13.39,2.668,562.2,0,0.1579493672932985,Normal,Good,-
M02222,Type_19,76.11,2.66,227.8,14.69,3.012,831.0,0,0.1579389509010471,Normal,Good,-
M02204,Type_04,65.01,3.61,214.3,16.78,3.236,261.8,0,0.15793459128496767,Normal,Good,-
M08076,Type_23,67.44,3.62,214.6,14.88,2.874,132.2,0,0.15792136541074656,Normal,Good,-
M00398,Type_24,69.46,4.05,218.2,15.43,3.03,642.6,0,0.1579181547633009,Normal,Good,-
M06300,Type_04,60.78,2.11,221.3,17.83,3.551,558.6,0,0.15791549880269204,Normal,Good,-
M09406,Type_18,66.71,1.26,218.0,14.02,2.751,810.0,0,0.15790820780089632,Normal,Good,-
M01386,Type_16,71.5,0.59,213.1,12.35,2.369,793.7,0,0.1579000873051862,Normal,Good,-
M05452,Type_18,60.06,3.73,213.3,12.72,2.442,762.0,0,0.1578920423486376,Normal,Good,-
M02300,Type_04,59.13,1.69,220.1,16.27,3.223,636.7,0,0.1578832620507321,Normal,Good,-
M02705,Type_04,58.02,2.04,220.9,15.39,3.06,593.8,0,0.1578832620507321,Normal,Good,-
M03247,Type_19,58.72,2.85,220.2,18.7,3.706,392.6,0,0.1578802685168757,Normal,Good,-
M01334,Type_01,56.22,1.61,219.2,15.29,3.016,734.4,0,0.1578763801385051,Normal,Good,-
M05142,Type_14,59.02,2.88,222.5,13.37,2.677,583.1,0,0.157866191107251,Normal,Good,-
M05769,Type_25,57.76,3.75,215.2,21.48,4.16,428.4,0,0.15785935061192918,Normal,Good,-
M06168,Type_18,64.63,1.46,222.8,13.99,2.805,530.5,0,0.15784839688396493,Normal,Good,-
M01917,Type_14,60.04,1.87,223.4,17.34,3.486,329.6,0,0.15782930789093808,Normal,Good,-
M07053,Type_14,64.31,1.7,217.9,15.25,2.991,584.8,0,0.15779814855158192,Normal,Good,-
M07443,Type_18,58.25,1.4,218.7,15.08,2.968,847.2,0,0.1577907418528577,Normal,Good,-
M03050,Type_24,61.51,2.8,227.2,13.42,2.744,482.7,0,0.15778821997188988,Normal,Good,-
M08230,Type_24,64.49,2.87,228.1,13.32,2.734,412.3,0,0.15778821997188988,Normal,Good,-
M00417,Type_24,78.44,0.23,217.2,18.89,3.693,436.4,0,0.15778129951599404,Normal,Good,-
M02732,Type_19,63.13,1.51,215.4,16.33,3.166,539.0,0,0.1577503699651457,Normal,Good,-
M00637,Type_14,58.66,2.4,224.7,16.98,3.434,145.0,0,0.15774438439261693,Normal,Good,-
M00100,Type_19,68.16,3.63,218.3,13.74,2.699,607.5,0,0.15774223803810378,Normal,Good,-
M04220,Type_12,54.02,2.81,218.6,19.24,3.785,752.9,0,0.15772442655873267,Normal,Good,-
M07124,Type_14,63.85,3.18,222.7,13.89,2.784,586.0,0,0.15771695646585923,Normal,Good,-
M01992,Type_12,69.37,1.7,213.3,13.05,2.505,698.7,0,0.15770686568890815,Normal,Good,-
M08565,Type_03,69.95,1.82,220.7,17.13,3.403,94.4,0,0.15770438622684482,Normal,Good,-
M05667,Type_18,59.39,1.49,215.8,19.17,3.723,653.8,0,0.15769981103959535,Normal,Good,-
M00882,Type_13,64.47,3.52,221.0,10.78,2.144,505.1,0,0.15769405584770346,Normal,Good,-
M02107,Type_06,51.04,0.32,218.6,21.44,4.218,648.5,0,0.15767219272906965,Normal,Good,-
M08051,Type_06,59.8,0.1,218.6,21.63,4.255,671.9,0,0.15766398773610113,Normal,Good,-
M05659,Type_13,57.18,3.83,215.6,13.82,2.682,514.3,0,0.15765808374013532,Normal,Good,-
M06095,Type_24,62.23,1.64,228.4,14.19,2.917,488.4,0,0.15765190653182704,Normal,Good,-
M03540,Type_24,42.39,1.27,222.7,17.02,3.411,785.7,0,0.15764038435021804,Normal,Good,-
M04532,Type_08,51.89,4.02,219.6,14.44,2.854,691.9,0,0.15763138142466754,Normal,Good,-
M02140,Type_14,65.86,1.2,224.2,18.23,3.678,254.6,0,0.15762993797253444,Normal,Good,-
M08181,Type_20,72.08,2.74,216.1,14.54,2.828,919.2,0,0.15762693420546153,Normal,Good,-
M01521,Type_19,53.4,3.91,225.5,14.03,2.847,523.2,0,0.1576231670967597,Normal,Good,-
M01816,Type_13,64.5,3.14,216.0,11.18,2.173,507.1,0,0.15761818424510912,Normal,Good,-
M03825,Type_17,60.17,2.46,215.5,13.36,2.591,464.0,0,0.15761588167368434,Normal,Good,-
M00927,Type_09,70.45,2.13,221.4,16.82,3.352,762.0,0,0.15760314293519972,Normal,Good,-
M08253,Type_18,69.47,2.51,221.8,13.61,2.717,455.2,0,0.15757988772327639,Normal,Good,-
M08657,Type_09,74.84,3.14,210.3,11.22,2.124,279.7,0,0.1575743012432386,Normal,Good,-
M06674,Type_04,63.02,3.1,223.0,11.91,2.39,317.1,0,0.15756732132127896,Normal,Good,-
M04993,Type_08,64.94,4.05,222.5,11.19,2.241,415.3,0,0.15755769242130585,Normal,Good,-
M09797,Type_12,67.63,3.36,215.5,18.81,3.648,217.1,0,0.15755135392726013,Normal,Good,-
M04293,Type_02,56.36,0.1,218.9,20.9,4.118,570.3,0,0.15754906413505368,Normal,Good,-
M09823,Type_04,67.31,1.54,222.2,13.54,2.708,646.4,0,0.15754854562991513,Normal,Good,-
M08062,Type_01,54.9,2.85,218.7,13.77,2.71,872.1,0,0.1575383414541408,Normal,Good,-
M01220,Type_18,73.47,0.41,221.5,16.94,3.377,435.6,0,0.15751077910839217,Normal,Good,-
M02260,Type_18,69.15,2.2,223.0,14.63,2.936,582.6,0,0.15750141450617494,Normal,Good,-
M03782,Type_21,69.28,1.57,223.0,17.45,3.502,608.1,0,0.1574961919222237,Normal,Good,-
M04367,Type_04,72.2,1.99,215.3,14.29,2.769,907.6,0,0.15749538739778876,Normal,Good,-
M09091,Type_19,67.38,3.02,220.1,14.45,2.862,541.2,0,0.15749101738752158,Normal,Good,-
M00261,Type_14,55.99,2.75,220.2,18.48,3.662,761.6,0,0.15749027133008842,Normal,Good,-
M00788,Type_14,72.11,1.76,228.8,13.96,2.875,824.5,0,0.15747966503341107,Normal,Good,-
